YPL172C
YNL113W
YGL112C
YKL127W
YIL094C
YDL098C
YDL111C
YKR086W
YPR175W
YIR032C
YFR031C
YDR237W
YGR144W
YDL082W
YOL049W
YPL218W
tR_UCU_G1
tP_AGG_C
YKL140W
YDR323C
YNL334C
YGR044C
YFR044C
YDR110W
YGR043C
YNL253W
YBR011C
YNL045W
YMR224C
YOL105C
YLR356W
YJL073W
YBR196C
snR14
YER043C
YLR081W
YFR030W
tS_AGA_J
YER102W
YOR221C
YEL011W
RDN5-3
YGR240C
YNL222W
tT_UGU_Q1
YHR137W
YKL211C
YOL149W
tV_AAC_G2
YOR293W
YER118C
YHR096C
YEL029C
YNL283C
YNL037C
tE_UUC_G2
YKL002W
YGL184C
tR_ACG_Q2
YDR532C
YIL148W
YCR096C
YHL015W
YMR303C
YPR166C
YJL194W
YDR371W
YBR198C
YKR079C
YMR190C
YKL057C
YOR375C
YDR379W
tA_UGC_L
YDR074W
YNR012W
YNR053C
YHR021C
YOR330C
YKR089C
YDR481C
tI_AAU_P1
YNL261W
YHR196W
YDL108W
YMR276W
YLR450W
tQ_UUG_Q
YBR112C
tR_UCU_G3
YML095C
YNR041C
YGR085C
YOL039W
YNR007C
YNR027W
YER014W
YBL079W
YLR025W
YCL004W
YBL105C
YGL210W
YLR421C
tK_CUU_E1
tT_UGU_H
YGR156W
YMR164C
YDR248C
YLR079W
YJR093C
YKR080W
YNL096C
YJR105W
YKR082W
YOL127W
YPL164C
YDR012W
YGR034W
YJL097W
YNL073W
YPL017C
YLR325C
YNL092W
tK_UUU_O
YIL062C
YMR108W
YOR065W
YPL087W
YCR092C
YHR165C
YNL082W
tI_AAU_L1
YJR158W
YJL183W
YLR372W
YPL147W
YMR183C
YIL052C
YEL020C
tV_AAC_E2
tI_AAU_L2
YEL066W
YGR216C
YLR438W
YHR025W
YJR007W
YPL081W
YNR073C
YBR249C
RDN25-2
YPR102C
YLR061W
tA_AGC_L
YOR202W
YMR170C
tW_CCA_J
YBL058W
tY_GUA_J1
YJR153W
YGR227W
YDR037W
tL_UAG_J
YGL201C
YMR026C
YOR171C
YGL094C
YBR213W
YHR039C-A
YML092C
YGR032W
YLR370C
YDL120W
YDL056W
YML082W
YIL020C
YNL106C
YKL007W
tM_CAU_J1
YER061C
YGR248W
YLR086W
YJL053W
YHR144C
YOR361C
YMR313C
YPR026W
YFL044C
YNR034W
YDR483W
YJL060W
YER029C
YGL100W
YJR130C
YBR256C
YPL243W
YAR035W
YDR244W
YIL075C
YDR538W
tD_GUC_L1
YOR283W
RDN25-1
YFL025C
YGR019W
YDR382W
YPL115C
YBR217W
YGR128C
YDR466W
YJL214W
YBR115C
YDR439W
YFR015C
tL_UAA_D
YDL165W
YER068W
YIL147C
YHR027C
YJL068C
YEL036C
YLR142W
YOR101W
YDR076W
tQ_UUG_H
YJL071W
YGR094W
YPR025C
YOL009C
YJL121C
YBL076C
YPL178W
YML004C
YDR007W
tG_GCC_P2
YGL027C
YJR022W
tS_AGA_D3
YNL112W
YLL062C
tL_UAA_B2
YBR191W
YDL033C
tE_UUC_K
YOL010W
YAL058W
YPL022W
tR_ACG_K
YGR225W
YER021W
YDR441C
YIL074C
YGR183C
YOR335C
YJL088W
YFL009W
YBR088C
YBL084C
YER122C
YJR002W
YOR288C
YDL014W
YDR486C
YJL095W
YHR184W
YER141W
YBR146W
YER154W
YGL163C
YJR148W
YKL188C
YBR200W
YOL100W
YOR278W
tP_UGG_H
YOR085W
YML059C
YOR207C
YLR100W
YMR226C
YMR001C
YDL106C
YML055W
YPL203W
YGL120C
YPR167C
YOR026W
YNL265C
YJR103W
YPL061W
YGR155W
tE_UUC_M
tV_UAC_B
YPR019W
YGR070W
YOR109W
YLR113W
YDL052C
YIL016W
YAL033W
YJR058C
YBR018C
YER162C
tL_CAA_N
YHR216W
YML015C
YER006W
YGL037C
YIL145C
tD_GUC_D
YJR009C
tV_AAC_E1
YDR524C
tV_AAC_K2
YKL073W
YDR035W
YPL028W
YBR201W
YEL027W
YNL301C
YHL022C
YFR050C
YFL022C
YML081C-A
YOR083W
YGL156W
YDR437W
YFL028C
YER179W
YCR073W-A
tF_GAA_P1
YDR449C
YHR010W
YMR323W
YER177W
YLL042C
YDL045C
YMR165C
YMR260C
YKL069W
YLR182W
YER019C-A
YHR033W
YBL092W
YDL133C-A
tL_UAA_N
YMR061W
YEL038W
YDR378C
YBL087C
YGL205W
YHR046C
YGL135W
YOL033W
YPL167C
YPR187W
YLL041C
YNR006W
YIL116W
YDR380W
YPL131W
YFR052W
YER025W
snR17a
YDL195W
YOR095C
YML035C
YNR011C
YDR347W
YGL187C
YGR255C
YGL180W
YGL062W
YFL053W
YKL104C
YNL267W
YHR148W
YOR357C
YOR153W
YLR058C
YLR347C
tM_CAU_C
YGL125W
tL_CAA_C
tY_GUA_O
RDN5-1
tN_GUU_Q
YEL071W
YCL008C
tQ_UUG_L
YDR234W
YGL142C
tE_CUC_I
tD_GUC_B
tW_UCA_Q
YOR103C
YNL064C
YOL121C
YOR236W
YOL115W
YER023W
YOR347C
YKL144C
YPL076W
YJL216C
YER055C
YDR507C
YGL211W
tV_AAC_G1
YGL248W
YBL037W
YOR157C
YGL226C-A
YMR013C
YJL221C
YCR048W
tE_UUC_J
tI_AAU_N2
YML060W
YBR070C
YMR246W
YDR113C
YPR108W
YJL036W
snR7-S
YOR008C
tK_CUU_D2
YHR094C
YKL025C
YHR001W-A
YPR162C
YKR069W
YBL047C
tS_CGA_C
tR_CCG_L
tC_GCA_P2
YDR064W
YJL091C
YPR086W
YOR250C
tD_GUC_G1
YGR206W
YOR208W
YPR010C
YDR311W
tM_CAU_Q1
YPR191W
YHR171W
YJL190C
YLR208W
YMR093W
YKL161C
YBR154C
YDR337W
YOR360C
YOL011W
YDR054C
tQ_UUG_D2
tS_AGA_A
YJL132W
YLR026C
YJL005W
tP_UGG_N1
YIR019C
YDR461W
tN_GUU_G
YLR332W
YLR459W
YDR436W
YIL111W
tH_GUG_H
YBR176W
YJL140W
YMR118C
YMR125W
YGL224C
YOR001W
YOR106W
YJR046W
YLR153C
YDL061C
YBL075C
YLR187W
YJR050W
YNL288W
YPR120C
YER091C
tR_UCU_Q1
YGR135W
YGL095C
YLR377C
YEL039C
YDR268W
YDR021W
RDN5-4
tD_GUC_I1
YJR086W
YDL194W
YKL180W
YGR010W
YDL072C
YMR240C
YLR406C
YFR028C
YGR218W
YBR020W
YPL089C
YOR074C
YIL072W
YHR072W-A
YER013W
YGL206C
YML103C
YAL061W
YFL037W
tA_UGC_A
YJR101W
YNL151C
YMR105C
YGR113W
tS_GCU_F
YDL140C
YDR145W
YDR302W
YDR498C
YDR473C
YGR023W
tT_AGU_O1
tG_GCC_O1
YKR059W
tK_CUU_I
YMR278W
YGR292W
YGR276C
YML049C
YLR186W
YKL088W
Q0115
YGR204W
YJL034W
YMR189W
YJL196C
YNL247W
YKL178C
YER171W
YFL060C
YPL273W
YDR167W
tP_UGG_Q
YCR079W
YJL191W
YNL330C
YBL097W
YDR226W
YDL235C
YPR140W
YPL002C
YKL062W
YOR368W
YPR113W
YBR083W
YJL219W
YER094C
YKL106W
YER183C
YIL014W
YDR377W
tA_UGC_O
YGL154C
YOR056C
YGR036C
YCR039C
snR19
YKR097W
YEL037C
tF_GAA_M
YER170W
tK_CUU_E2
YER100W
YPR160W
YLR307W
tG_GCC_G1
YDL138W
YNL306W
YCL018W
YKL150W
tG_UCC_Q
YPL106C
YGL049C
YIR031C
YER056C-A
YIL162W
YDR335W
YAL043C
YJR078W
tA_AGC_K1
YLR298C
YJR069C
YPR036W
YKL213C
YLR066W
YKL018W
YOR128C
YKL145W
YMR143W
tV_AAC_M3
YMR015C
tT_AGU_N1
YBR117C
YGL116W
YJR137C
YNL219C
YLR275W
YHL012W
YPL122C
YLR342W
YHR166C
YFR025C
YDL015C
YMR186W
YER069W
YGR040W
YOR117W
YGL098W
YGL065C
YBR208C
YGL055W
tF_GAA_P2
YDL171C
YIL124W
YBR221C
YOR374W
ICR1
YOL052C
YKL060C
YIL044C
YLR176C
YGR088W
YBR244W
tT_AGU_B
tD_GUC_J1
YOR120W
YDR196C
YKL029C
YLR359W
YMR110C
YBR265W
YNL335W
YOR308C
YLR134W
YDR142C
YGR092W
tM_CAU_O2
YPR127W
YDR148C
tF_GAA_G
YLR388W
YJR094W-A
YLR206W
YEL013W
tE_UUC_E2
YOL126C
YDR163W
YKL210W
YML029W
YHR123W
YGR118W
YML013W
YDR418W
YLR059C
YLR432W
YOR061W
YCR093W
YMR139W
YOR362C
YBR166C
YLR048W
YGL012W
YNR033W
YMR035W
YKR054C
tL_UAA_L
YDR450W
YHR128W
YHR089C
YBL016W
YDL191W
YHR011W
YOL133W
YDR099W
YPL065W
YER112W
YLR070C
YER117W
tN_GUU_K
YLL058W
YPL132W
YEL058W
YOL064C
YLR303W
YCR024C
YDR399W
YLR146C
YML085C
YDR041W
YJR149W
tA_AGC_J
YNL250W
YLR420W
YLR328W
YDL093W
YMR271C
tE_UUC_I
tS_GCU_O
YBR251W
YLL018C
YBR236C
LSR1
YDR343C
YPL227C
YDL159W
YGR188C
tF_GAA_F
YBL018C
YJL136C
YFR055W
YGR175C
YDL008W
YAL032C
YDL150W
YFL059W
tL_CAA_M
YMR011W
YDL136W
YNL172W
YDL134C
YLR268W
tK_UUU_G1
YLR240W
tN_GUU_C
YCL032W
YLR272C
YJL030W
YER103W
YBR087W
YOR067C
YOR393W
tM_CAU_O1
YOR167C
YML008C
YLR191W
YML075C
YIR015W
YIL172C
YOR321W
tG_GCC_F1
tK_UUU_P
YNR035C
tT_AGU_J
YNL207W
YJR104C
YDR096W
YMR293C
YKR043C
YDR478W
YGR170W
tG_GCC_P1
tA_AGC_P
YMR201C
tT_AGU_N2
tM_CAU_Q2
YEL046C
YBL027W
YEL021W
tP_UGG_N2
YBR045C
YGR286C
YGR253C
YPR079W
YDR531W
YCL030C
YNL289W
YML125C
YGL044C
tG_GCC_J2
YHR135C
YDL075W
YLR006C
YMR146C
YHR118C
YHR111W
tI_GAU_Q
YDL004W
YEL070W
YBL098W
YNL053W
YNL052W
YOR224C
YJL200C
YJR013W
tQ_UUG_C
YOR217W
YDR001C
YHR186C
YNL009W
YMR301C
YDL007W
YDR310C
YDL101C
YPL096C-A
tR_ACG_O
YEL069C
tI_UAU_D
YPL183W-A
tS_UGA_Q2
YIL030C
YGR110W
YJL013C
YJL186W
YER026C
YJR117W
YBR110W
YGR186W
YER003C
YOR184W
YNL132W
YIL133C
YPR182W
YPL256C
YLR157C
tV_CAC_H
tL_UAG_L1
YOL055C
YKL101W
YOL013C
Q0105
YBL013W
YNL163C
YJR063W
YBR183W
YER024W
tH_GUG_G2
YHR007C
YDL095W
tR_UCU_G2
YKR062W
YKL132C
YDL043C
YKR094C
YHR091C
YGR282C
YMR281W
YJR010W
YPR180W
YDR245W
YKR031C
YDR011W
YPR007C
YOR099W
YOR033C
YGR095C
YLR231C
YAL062W
YJL164C
YKL184W
YIL078W
YOR251C
YGL123W
YBR229C
tF_GAA_B
YKL165C
YJL148W
YLR308W
YMR099C
YJL041W
YOR312C
YBL072C
YGR048W
YPR111W
YDR127W
YEL051W
YOR234C
YOR319W
YDL028C
YDR298C
YMR159C
YOL143C
YMR274C
YBR031W
tF_GAA_H2
YLR345W
tH_GUG_G1
YER178W
YGL212W
YJL166W
YPL023C
YOL061W
YKR057W
YHR072W
YGR205W
YOL157C
YOR175C
YPR190C
YOR241W
YDL238C
YDL059C
YOR231W
YGL026C
YMR208W
YER050C
tC_GCA_P1
tL_UAA_J
tR_UCU_J2
YMR149W
tA_UGC_E
YNL138W-A
YIL149C
YAL041W
tK_UUU_K
tS_AGA_D2
YLR397C
YDR052C
YFL005W
YLR080W
YLR300W
YBL082C
YBR189W
YOL004W
YER105C
YKR053C
YLR075W
YHR205W
YCR053W
YHR030C
YBR109C
YJR010C-A
YMR096W
YPR074C
YLR378C
YMR205C
YIL004C
YOR063W
YHR163W
YLL036C
YGL068W
YFR034C
YKL196C
YKL035W
YML021C
YDR460W
YLR263W
YER142C
YER070W
YMR230W
YDL042C
tT_AGU_O2
YBR082C
YNL102W
YDR156W
YOL068C
YMR306W
tD_GUC_J2
tG_GCC_O2
YLR293C
YBR072W
YAL030W
YJR024C
YCL052C
tE_UUC_E3
YHR109W
tV_UAC_D
YLR284C
YPL234C
YDR023W
tL_CAA_G3
YLR274W
YJR019C
YNL282W
YOR094W
YFL007W
YLR398C
YKR067W
YLR299W
YPL104W
YMR016C
YIL160C
YMR234W
tT_AGU_C
YDR490C
YGR244C
YPL040C
YBR257W
YPR072W
YOL065C
YBL026W
tT_CGU_K
YLR222C
YDR429C
YDR468C
YJL210W
YBR143C
YDL066W
YDL080C
YER165W
tH_GUG_E2
YCR105W
tG_CCC_O
YBL039C
YDL092W
YER172C
YDR451C
YPL220W
YKL173W
YJL187C
YMR161W
YGL019W
tM_CAU_D
YDR121W
tV_AAC_L
tI_AAU_I1
YOR096W
tG_CCC_D
YPL069C
tD_GUC_O
YLR175W
YDR331W
YPR189W
YIL066C
tA_AGC_D
YPR184W
YHR104W
tD_GUC_G2
YIR027C
YBR039W
tS_AGA_M
YJR156C
YDR440W
YDR207C
YMR077C
YMR288W
YKL016C
YHR124W
YMR236W
YLR258W
tD_GUC_Q
YPR132W
YHR106W
tL_UAA_K
YDR301W
YJL134W
YGL030W
YLR029C
YLR270W
YJR053W
YDR502C
tP_UGG_O2
YKL182W
YNR019W
tK_CUU_P
YLR277C
YMR256C
YLR362W
YML001W
YBR234C
YCL027W
YBR237W
YDL127W
YGR059W
YBR202W
RDN37-2
YMR106C
YBR048W
YIR037W
YNR036C
YKR035W-A
YJL155C
YNL069C
YDR019C
tY_GUA_F2
YLR009W
YLR207W
YNR016C
YLR306W
YBL078C
YLL004W
YMR194W
YJL124C
YOR182C
YPR069C
YHR100C
tI_AAU_D
YDR329C
YOR340C
YOR209C
YFL058W
YDL078C
tK_CUU_G1
YIL061C
YNL209W
YMR267W
YOR005C
YML032C
YDR059C
YOR036W
YDR211W
YOL123W
YCL061C
YOR136W
YHR200W
YDL021W
YBR093C
YPL094C
YLR287C-A
tE_UUC_B
tR_ACG_D
YGR195W
YOL136C
YKL087C
YPL031C
YDL175C
YOL031C
YMR047C
YLR425W
YOR323C
YDL208W
YJL065C
YGL240W
YLR239C
YBL041W
YDR408C
YOL140W
YJL109C
YAL012W
YDR069C
tR_UCU_M2
YCR012W
tD_GUC_M
YMR197C
YKL080W
YLR174W
YAL040C
YIL005W
YDL065C
YKL045W
YDR324C
YCR014C
YGL031C
RDN18-2
YNL280C
YKL041W
YKR026C
YMR314W
YKL028W
YAR007C
YDR292C
YNR008W
YLR245C
YIL008W
YAL021C
YNL117W
YKL079W
YDL055C
YOR014W
YPL271W
YBR084C-A
tT_UGU_G2
YML093W
YOL151W
YNL241C
YPL268W
YJL052W
tT_AGU_I1
YBR065C
YOR127W
YPL126W
YOR327C
YHR188C
YKL154W
YGL040C
YOR149C
YLR160C
YIL083C
YGL189C
YGL234W
YGR202C
YDL097C
YDL017W
YJR109C
YGR274C
YKL113C
YBR169C
YDR345C
YDL067C
YGR090W
YNR072W
YOR040W
YBR073W
YHR074W
tC_GCA_G
YMR261C
YER081W
YKR025W
YPL110C
YOR269W
tR_ACG_J
YPL240C
YBL015W
YER052C
tN_GUU_P
YPL149W
YDL164C
YLL006W
tQ_UUG_D3
YPL015C
YHR062C
YLR197W
YDR411C
tN_GUU_N2
tW_CCA_G1
YMR006C
tA_AGC_H
YIL099W
YLR056W
tS_GCU_Q1
YNR031C
YOR210W
RDN5-5
YBR121C
YOL005C
YHR020W
YGL245W
tS_AGA_H
YLR158C
YGR162W
YAL015C
tP_UGG_F
tM_CAU_E
YGL076C
YDR294C
YCL064C
YMR101C
YER095W
YIL018W
YLR288C
tQ_UUG_E2
YIR025W
YDL035C
YAL023C
tA_AGC_K2
tW_CCA_M
tE_UUC_Q
YBR159W
YPR181C
YGR124W
YPR119W
YML126C
YOR150W
YOR190W
YOR159C
YBR029C
YBR279W
YLR229C
YGR185C
YCR036W
Q0250
YHL031C
YER148W
tW_CCA_G2
YDR050C
YOR125C
YFR005C
YMR167W
YFR032C-A
YDR516C
tE_UUC_E1
YNL312W
YOR275C
tM_CAU_M
YDL131W
YDR036C
YCR068W
YPL043W
YDR487C
YKL008C
tI_AAU_E2
YFL017W-A
YNL192W
YHR069C
YKL022C
YDL141W
YLR115W
YGR148C
YJR123W
tN_GUU_L
YBL023C
YOR313C
YJR031C
tK_CUU_G2
Q0085
YBR274W
YLR181C
tG_GCC_F2
YML019W
YNL178W
YPR041W
YHL011C
YDR092W
tK_CUU_J
YML100W
YBR118W
tE_CUC_D
YEL012W
YER106W
YOL018C
YAL024C
tK_CUU_G3
YML024W
NME1
tE_UUC_P
YKR001C
tX_XXX_L
YDR180W
YBR097W
tS_AGA_D1
YBR001C
YMR250W
YKL181W
YOL086C
YMR043W
tE_UUC_L
YGL038C
YOL094C
YFL011W
YOR073W
YFR002W
YGL086W
YIL107C
YPR183W
YIL002C
YML065W
YOR194C
YPR163C
YGL009C
YIL026C
YLR155C
YNL071W
YAL044C
YHL004W
YGR012W
YML098W
YDR086C
YMR055C
YBL099W
YDR103W
YPL153C
YJL154C
YPL160W
YAL038W
snR6
YLR185W
tN_GUU_O1
YOR339C
YMR193W
YML110C
YGL047W
YHR147C
YDR389W
YKL209C
YOR351C
YER111C
YNL316C
YOR168W
YML064C
YPL090C
YBR038W
YMR150C
YDR146C
YDL081C
YNL284C
YLR259C
YER020W
YBR243C
tD_GUC_N
YDR045C
YDL006W
YJL026W
YJR057W
tL_CAA_G2
YER087C-B
YOR039W
YNL162W
YDR097C
YPL175W
YDR328C
YIL038C
YDR172W
YPL231W
YDL193W
YDR381W
YPR094W
YIR008C
YCR035C
YNL067W
YER173W
YER001W
YDR405W
YGR119C
YMR142C
YOR303W
tI_AAU_P2
YCL043C
YKL085W
YLR441C
YOR176W
tI_UAU_L
YCL031C
YLR120C
YNL332W
YPL213W
YOL120C
YLL001W
tA_AGC_G
YNL220W
tH_GUG_K
YDR195W
YDL174C
YMR188C
YPL053C
YOR245C
YDR191W
tI_AAU_B
YKL215C
tM_CAU_J3
YKL074C
YCL067C
YMR172W
tH_GUG_M
YBR111C
tH_GUG_Q
YOL038W
tP_AGG_N
YPR066W
YKL006W
YAL005C
YJR043C
YBR153W
tK_UUU_G2
YML073C
YDR321W
YNL232W
YDR173C
YJL189W
YNL098C
YKL094W
YDR307W
YGR030C
YLL009C
YKL197C
YDL185W
YLR147C
YGR171C
YPL151C
tT_AGU_I2
YLR417W
YJR049C
YDR325W
YLR447C
YPL258C
YLR057W
YNR051C
YDL086W
tD_GUC_L2
YPL013C
YNL169C
YOR075W
tG_GCC_D1
RDN5-6
YFR053C
YDR523C
YML027W
YJR113C
YOL056W
YBR181C
YCL040W
YNL262W
YLR333C
YGR208W
YDR480W
tM_CAU_P
YOL097C
YDR285W
YDR402C
YHR037W
YGL257C
tP_UGG_L
YJR102C
tP_UGG_O1
YNL147W
tT_AGU_H
YOR089C
tD_GUC_K
YBR173C
YOL090W
Q0120
YJR143C
tL_UAA_B1
tK_UUU_Q
tD_GUC_J3
YNL002C
YFL018C
YGR180C
YGR287C
YGL011C
YBR003W
YHR098C
YBR126C
YNL145W
tD_GUC_I2
tG_GCC_B
YDR115W
tA_UGC_Q
YNL278W
YGR075C
YHR119W
YPL214C
YGL003C
YDR353W
YLR133W
YGR277C
YML031W
tG_GCC_M
YML026C
YIL159W
YDL184C
YOR259C
YOR388C
YPL194W
YLR192C
YMR036C
YPL046C
YDR236C
YJR139C
YOR116C
YDL142C
tN_GUU_O2
YML022W
YKL068W
YDL103C
tG_UCC_G
YOR212W
YNL202W
YFL061W
YLR102C
tK_CUU_C
YPL173W
YDL084W
YOR336W
YHR081W
YLR409C
YJL128C
YDR300C
YOR249C
tK_UUU_D
YFL029C
YJL049W
YMR080C
YBR218C
YBR283C
tY_GUA_F1
YGL148W
YPL232W
YGL253W
YDR177W
YBR299W
YDR088C
YDL090C
YGR074W
YER075C
YKL019W
YPR047W
YMR242C
YKL166C
YIR038C
YDR147W
YPR075C
YKL055C
tG_GCC_J1
YPL120W
YDL245C
YLR260W
YGR157W
YLR251W
YOR151C
YPR088C
YHR174W
YDR170C
YPR103W
YLL026W
YKR084C
YLR109W
YAL060W
YIL043C
tE_UUC_C
YMR169C
YGR108W
YDL205C
YDL182W
YMR213W
YMR207C
YLL024C
YPR049C
YPL169C
YDL147W
YOL058W
YIL046W
YNL333W
YDR232W
YDR025W
YGR220C
YOR254C
YBR263W
tL_GAG_G
YDR284C
YGR005C
YOL096C
YLL021W
YIL102C-A
YLL031C
YGL089C
YDL030W
YJL076W
YPL117C
YHL002W
YGR192C
tF_GAA_Q
tM_CAU_J2
tV_AAC_J
YCR003W
tK_CUU_M
YLR117C
YPR107C
YNL271C
YOR185C
YLR234W
tG_UCC_O
YNL141W
tY_GUA_M2
tS_UGA_E
YJR090C
YAL014C
YDR272W
tV_AAC_M2
YPL091W
YJR145C
YHR092C
YGL190C
YIR022W
YPR110C
YGR087C
YPR178W
tR_UCU_D
YAL039C
YOR076C
YJR045C
YDR280W
tW_CCA_K
YBR127C
YDL178W
YPL179W
YPR020W
YMR300C
tS_AGA_G
YGL048C
YER155C
YNL139C
YLR355C
YJR025C
snR7-L
YNL154C
YGR098C
YIL053W
tS_AGA_E
YNR026C
YDR363W-A
YJR042W
tN_GUU_N1
YIL125W
YMR020W
YPL036W
YLR017W
YGR214W
YOR310C
YPL011C
YOL059W
YDL003W
YJL045W
YPR185W
YOR025W
YOR261C
YJL106W
YNL244C
YPR024W
YGL202W
YLR106C
YHR143W-A
YOL043C
YDR390C
YDR434W
YDR432W
tK_CUU_K
YLR286C
YCR034W
YFL048C
tP_UGG_M
tR_UCU_M1
YDL202W
YPR165W
YHR077C
YBR160W
YAR019C
YML042W
YER151C
YHR063C
YKR014C
YCR057C
YLR088W
YBR002C
YGR006W
YIL153W
YER065C
YMR008C
YMR037C
YMR022W
YFR036W
YNL167C
YMR113W
YER168C
YBL068W
YPL281C
YHR152W
YDL188C
YLR005W
YPL204W
YNL049C
tL_CAA_K
tV_CAC_D
YIL009W
YAL010C
YER031C
YPL198W
YDL190C
YDR178W
YBR128C
YDL232W
YHL001W
YGR256W
tC_GCA_B
YLR167W
YFR004W
YGR027C
RDN18-1
YJL167W
YHR208W
YCL050C
RDN5-2
YGL141W
YJR121W
YPL111W
YBL011W
YIL113W
YBR004C
YFL026W
YPL096W
YGL173C
YBL045C
YML054C
YDR260C
tT_UGU_G1
tE_UUC_G1
YKL006C-A
YML056C
YMR264W
tI_AAU_N1
YEL054C
YNL223W
YNL299W
tQ_UUG_D1
YOL139C
tY_GUA_M1
YPL129W
YNL317W
YER090W
YGL058W
tG_UCC_N
YJL002C
YKL059C
YOR108W
YNL119W
YFL045C
YHR183W
YLR127C
YER107C
YOL156W
tN_GUU_F
YLR344W
YBR136W
YKL141W
YCR042C
YPL049C
YDR386W
YIR029W
tH_GUG_E1
YER131W
YDR500C
YPR056W
YGR254W
YDR416W
YCR005C
YPL237W
YER125W
YDR158W
YDR079C-A
YGL213C
YPR043W
tA_AGC_F
YNR052C
tD_GUC_J4
YER012W
Q0130
YDR510W
YIL098C
YGR060W
YGR109C
RDN37-1
YLR044C
YDR322C-A
YPR145W
YDL215C
YBR182C
YLR304C
YPR001W
YJR131W
tC_GCA_Q
YPL262W
YER086W
YHR079C
tQ_CUG_M
YPL093W
YBR060C
YIL146C
YJL177W
YOR002W
YLR060W
tF_GAA_N
YGL153W
YMR009W
tI_AAU_G
YDR111C
YLL034C
YKR095W
YLR164W
YIL079C
YDR030C
YMR214W
YDR243C
Q0045
YPL217C
YOR270C
YGL103W
YHL033C
tV_AAC_K1
YLR145W
YMR153W
YKL205W
YMR318C
YER099C
YGL219C
YJL092W
YDR518W
YKL012W
tR_UCU_J1
YMR062C
tP_UGG_O3
YBR205W
YPL157W
YAL035W
Q0080
tI_AAU_E1
YBR023C
YCR084C
YDR454C
YML070W
YNL256W
YDR062W
YIL021W
YGR158C
YBL019W
YIR034C
YPR193C
YJR048W
YBR015C
YIL143C
YNL290W
YDR283C
YML106W
YBL035C
YLR210W
YHR203C
YGL022W
YNL277W
YER019W
tS_AGA_B
tK_CUU_D1
YNL036W
YBR006W
YNL298W
YBR055C
YJL157C
YMR296C
YLR452C
YPL140C
YLR089C
YKL003C
YOR196C
YDR004W
YJR159W
YDR471W
YML025C
YKR002W
YJL001W
YFL008W
YHR019C
tL_CAA_A
YDL226C
tR_ACG_L
YGL147C
YGR072W
YLR446W
YOR143C
YKL156W
YPR081C
YGR083C
YJR035W
YDR342C
YDR242W
YOR373W
YKL114C
YFL034C-A
YNL248C
YOR195W
tT_UGU_P
YNL001W
tK_CUU_F
YDR499W
YOL066C
tR_UCU_K
YBR167C
YDL130W
YOL077W-A
YDL116W
YGL172W
YCR097W
tV_AAC_G3
YDR404C
YMR220W
YGR020C
YDR394W
YHR190W
YCR063W
YMR054W
YLR354C
YDL160C
YDR058C
YLR305C
YER146W
YCR067C
YIL065C
YDL022W
