Entry	Gene names  (primary )	Cross-reference (FlyBase)
Q9VN14	Cont	FBgn0037240;
Q8I0G5	gammaCOP	FBgn0028968;
Q9VVG6		FBgn0052174;
Q8MKN0	Coq9	FBgn0050493;
Q960N3	cort	FBgn0000351;
P00399	mt:CoI	FBgn0013674;
P00417	mt:CoIII	FBgn0013676;
Q9VGB4	Cyp313a2	FBgn0038006;
Q9V6D6	Cyp301a1	FBgn0033753;
Q9VW43	Cyp305a1	FBgn0036910;
Q9VRM7	spo	FBgn0003486;
Q9VUF8	shd	FBgn0003388;
Q9VA27	Cyp4c3	FBgn0015032;
P33269	Cyp4d1	FBgn0005670;
Q9VL92	Cyp4e3	FBgn0015035;
Q9V557	Cyp4p2	FBgn0033395;
Q9W223	Cyp6d2	FBgn0034756;
Q9VRI9	Cyp6t1	FBgn0031182;
Q9VG82	Cyp9f2	FBgn0038037;
Q9V726	Cpsf160	FBgn0024698;
Q9VSH4		FBgn0035872;
Q9VH36		FBgn0037780;
Q9VCR7		FBgn0039045;
Q26416	Acp1	FBgn0014454;
Q9W332	Cubn	FBgn0052702;
P27779	Edg78E	FBgn0000551;
Q9VMA3	cup	FBgn0000392;
Q9VJ87	ncm	FBgn0086707;
P00408	mt:CoII	FBgn0013675;
Q9VG40	Cyp313a4	FBgn0038076;
Q9NIP6	Capa	FBgn0039722;
Q9VG17	Cyp304a1	FBgn0038095;
Q9VWR2	Cyp308a1	FBgn0030949;
Q9VVN6	Cyp312a1	FBgn0036778;
Q9V776	Cyp317a1	FBgn0033982;
Q9VQD2	Cyp309a1	FBgn0031432;
Q9V4T5	Cyp4e1	FBgn0015034;
Q9V979	Cyp6u1	FBgn0033121;
Q9W130	Cyp9c1	FBgn0015040;
P22058	D1	FBgn0000412;
Q24210	CASK	FBgn0013759;
Q9VVU5	CSN1b	FBgn0027057;
Q9V345	CSN4	FBgn0027054;
Q9V498	Cals	FBgn0039928;
Q9V629	cuff	FBgn0260932;
P19967	Cyt-b5-r	FBgn0000406;
Q27589	Cyp4d2	FBgn0011576;
Q9V676	Cyp6t3	FBgn0033697;
Q9V6H1	Cyp9h1	FBgn0033775;
Q01617	cpo	FBgn0263995;
Q9VE51	Cpsf73	FBgn0261065;
Q9VWW0	CrebB	FBgn0265784;
Q8MZC4	CLS	FBgn0039360;
Q8SYG2	CSN3	FBgn0027055;
Q9VZE7		FBgn0035523;
Q9VZH1		FBgn0040696;
Q95RU0	cue	FBgn0011204;
P27781	Edg91	FBgn0004554;
P04657	Cyt-c-d	FBgn0086907;
P84029	Cyt-c-p	FBgn0000409;
P10040	crb	FBgn0259685;
Q9U6B8	olf186-F	FBgn0041585;
P29747	CrebA	FBgn0004396;
O76906	crm	FBgn0000376;
O77059	cry	FBgn0025680;
P08182	CkIIbeta	FBgn0000259;
O96863	CkIIbeta2	FBgn0026136;
Q9XZ58	CSN5	FBgn0027053;
Q9V3A4	Catsup	FBgn0002022;
P35220	alpha-Cat	FBgn0010215;
Q9VIV3		FBgn0032793;
Q94899	alien	FBgn0013746;
Q9W352	Cfp1	FBgn0030121;
Q9VF87	Sra-1	FBgn0038320;
P23779	Cys	FBgn0004629;
Q9VH89	dmt	FBgn0278604;
Q9VAP3		FBgn0039637;
P14484	Pcp	FBgn0003046;
P10180	ct	FBgn0004198;
Q9V3B6	c12.1	FBgn0040235;
Q95TJ9	CycG	FBgn0039858;
Q24114	dally	FBgn0263930;
Q7KTH8	CSN8	FBgn0261437;
Q9VF71		FBgn0038332;
P15425	ninaA	FBgn0002936;
Q9VU84	Abp1	FBgn0036372;
P91931	SamDC	FBgn0019932;
Q24311	Cul1	FBgn0015509;
P27780	Edg84A	FBgn0000552;
P18935	mt:Cyt-b	FBgn0013678;
Q9VZN4	dar1	FBgn0263239;
Q7K4Y6	DAT	FBgn0034136;
P40807	Odc1	FBgn0013307;
O76324	dco	FBgn0002413;
P32870	rut	FBgn0003301;
Q9V4N3	Cyt-b5	FBgn0264294;
O61734	cyc	FBgn0023094;
Q9VZV5		FBgn0266918;
Q9VBW6	dan	FBgn0039286;
Q7PLI7		FBgn0261387;
Q9XYZ5	pic	FBgn0260962;
Q9VD51	pit	FBgn0266581;
Q9VNV3	Ddx1	FBgn0015075;
Q9V3C0	abs	FBgn0015331;
Q07886	Dbp45A	FBgn0010220;
Q8INT5	dtr	FBgn0023090;
Q8INF7	HEATR2	FBgn0051320;
P98081	Dab	FBgn0000414;
Q9VCU9	Dcr-1	FBgn0039016;
Q9V595	Updo	FBgn0033428;
P05031	Ddc	FBgn0000422;
O61305	Dbp80	FBgn0024804;
P26802	Dbp73D	FBgn0004556;
Q9VHU1		FBgn0037561;
Q8MPP3	Mmp2	FBgn0033438;
Q9VBW9	danr	FBgn0039283;
Q0KHT7	Drak	FBgn0052666;
P11420	da	FBgn0267821;
Q9VSD7	ldbr	FBgn0035838;
P40808	Odc2	FBgn0013308;
P13496	Gl	FBgn0001108;
P23128	me31B	FBgn0004419;
P18170	dec-1	FBgn0000427;
Q9VAT2		FBgn0039601;
Q9V3Y3	l(2)34Fc	FBgn0261534;
Q01583	Dgk	FBgn0085390;
P54385	Gdh	FBgn0001098;
P18173	Gld	FBgn0001112;
A1ZB91		FBgn0034352;
Q9VLM5	l(2)k12914	FBgn0263852;
Q9W2F2	mahj	FBgn0034641;
Q9VWA2		FBgn0036959;
Q9VDD1		FBgn0038868;
P19109	Rm62	FBgn0003261;
P18169	dec-1	FBgn0000427;
P81160	Dup99B	FBgn0250832;
O44424	Es2	FBgn0023506;
A8JQ65		FBgn0085413;
P23792	disco	FBgn0000459;
P20228	Gad1	FBgn0004516;
Q05733	Hdc	FBgn0005619;
Q9VUQ8		FBgn0036510;
Q7K2D2	DCTN2-p50	FBgn0021825;
Q9VHP0	bel	FBgn0263231;
