SPBC2F12.17
SPAPB1A10.03
SPBC1289.07c
SPAC1B3.01c
SPCC794.11c
SPCC1672.03c
SPCC737.08
SPBC839.04
SPAC227.07c
SPCTRNAASP.05
SPCC4B3.01
SPBTRNATYR.04
SPBC32H8.07
SPAC4D7.09
SPBC1703.08c
SPBC405.06
SPAC3A12.14
SPBP8B7.14c
SPAC21E11.05c
SPAC1952.06c
SPBC18H10.03
SPCC188.02
SPAC57A10.02
SPAC13G7.01c
SPCC1919.05
SPBTRNAVAL.05
SPAC4D7.08c
SPBC32F12.01c
SPBC23E6.04c
SPCC1020.06c
SPAC24C9.10c
SPCC777.10c
SPBC25B2.11
SPAC4A8.03c
SPACUNK4.16c
SPATRNAPHE.02
SPAC23D3.04c
SPBC646.07c
SPAC56F8.03
SPBC106.12c
SPBC25H2.13c
SPBC1685.03
SPAC3F10.16c
SPBC28F2.04c
SPAC17A5.01
SPCC553.02
SPAC644.15
SPBC17D1.03c
SPAC1B3.14
SPBTRNALYS.06
SPAC664.11
SPCC965.05c
ScpofMr12
SPBC1703.04
SPCTRNAASP.07
SPAC1F8.01
SPATRNAARG.03
SPAC977.16c
SPBC106.01
SPAC637.06
SPAC27E2.10c
SPCC576.15c
SPAC31G5.17c
SPBC1604.01
SPBC649.02
SPRRNA.50
SPAC9G1.03c
SPBC29A10.04
SPCC1620.06c
SPBTRNAALA.08
SPBC30D10.16
SPATRNAMET.03
SPBC11C11.09c
SPAC186.08c
SPAC13G7.12c
SPBC13A2.03
SPRRNA.35
SPCC1739.07
SPAC13G7.06
SPBTRNALYS.08
SPAC607.04
SPAC890.08
SPAC4A8.08c
ScpofMt35
SPCC330.13
SPAC17G6.08
SPBC3D6.10
SPBP8B7.03c
SPBC3B9.06c
SPBC405.01
SPBC16D10.04c
SPBC887.04c
SPBC23G7.12c
SPAC4F10.10c
SPAC343.01c
ScpofMt28
SPBC9B6.06
SPCC1442.08c
SPAPB2B4.05
SPCC162.01c
SPBC776.13
SPAC4H3.05
SPAC22A12.09c
SPBC725.01
SPAC821.08c
SPAC1F5.10
SPAC6G10.09
SPBTRNALEU.07
SPAC4G9.16c
SPCC290.03c
SPBC1105.02c
SPBC1271.14
SPBC21C3.08c
SPAC4G9.17c
SPBC646.16
SPBTRNAGLY.03
SPBC14C8.12
SPAC20G4.01
SPAC23A1.12c
SPCTRNAGLN.06
SPCC74.03c
SPBC17D11.02c
SPCC736.03c
SPBC17A3.07
SPAC16E8.15
SPBC582.03
SPCC970.01
SPAC24H6.03
SPAC144.10c
SPCC132.04c
SPCC1235.13
SPCC330.05c
SPBTRNAGLN.04
SPAC1786.03
SPCC1235.14
SPBC16D10.11c
SPBP22H7.06
SPBC337.06c
SPAC2F3.09
SPCP25A2.02c
SPBC23E6.07c
SPCC1795.01c
SPCC338.17c
ScpofMp01
SPRRNA.18
SPAC1F7.09c
SPATRNAARG.01
SPBC3E7.15c
SPAC23C4.15
SPBC28F2.12
SPBC16A3.13
SPAC24H6.10c
SPATRNATHR.02
SPBTRNAPRO.05
SPCTRNAGLY.12
SPCC550.03c
SPAC17G6.09
SPAC4G9.03
SPAC23A1.15c
SPCC1906.01
SPCC18.10
SPCC1827.02c
SPAC110.03
SPCC16C4.22
SPAC22H12.02
SPBC685.07c
SPATRNAALA.06
SPBC354.02c
SPCC970.03
SPCC1827.06c
SPCC895.04c
SPRRNA.43
SPBC685.09
SPBC1D7.04
SPAC29E6.06c
SPBC31F10.15c
SPATRNAMET.01
SPATRNASER.02
SPBC725.15
SPBC106.18
SPAC4H3.09
SPBC3D6.08c
SPAC19B12.13
SPBC14F5.04c
SPAC1486.07c
SPBC18H10.14
SPBC3D6.12
SPAC25B8.06c
SPAC1687.06c
SPAC806.07
SPBC18E5.04
SPAC20G8.06
SPAC1399.04c
SPAP27G11.09c
SPAC20G8.09c
SPBC17A3.09c
SPBC13E7.04
SPAC732.01
SPAC6F6.05
SPBC4F6.15c
SPCC306.04c
SPCC794.09c
SPAC29A4.14c
SPATRNALYS.02
SPCC576.06c
SPBC1709.15c
SPBC21H7.02
SPCC1840.05c
SPBC16H5.03c
SPAC13F5.02c
SPAC823.06
SPAC23A1.03
SPBC23E6.06c
SPAC13F5.05
SPAP14E8.03
SPAC27E2.06c
SPBC16A3.10
SPAC4F8.14c
SPAC144.11
SPBC56F2.02
SPAC57A10.12c
SPBC543.07
SPBC577.06c
SPAC3H5.07
SPBC2D10.08c
SPBC839.16
SPBTRNAARG.07
SPAC1F5.07c
SPBC11B10.04c
SPBC14C8.04
SPCC191.02c
SPBC1711.10c
SPAC11G7.03
SPBTRNAGLY.07
SPAC29E6.08
SPAC959.09c
SPCC4G3.16
SPBC211.01
SPBC1683.04
SPBC1711.06
SPBC1604.18c
SPAC1805.15c
SPBC36.06c
SPAC1093.04c
SPBC725.07
SPBC651.08c
SPAC23A1.09
SPAC1F8.07c
SPBC30D10.10c
SPAC1952.11c
SPCC1442.10c
SPAC10F6.02c
SPBC1709.08
SPBC1815.01
SPAC1093.06c
SPAC3G6.06c
SPAC4F8.07c
SPAC22F8.11
SPAC19G12.15c
SPATRNATRP.01
SPBC1709.05
SPBC646.17c
SPBC17A3.10
SPAC328.10c
SPBC24C6.03
SPBC1734.14c
SPAC16E8.17c
SPCC1223.07c
SPCC1235.04c
SPAC1687.16c
SPBC2G2.08
SPCC126.02c
SPBC1539.07c
SPCC14G10.01
SPBC2G5.02c
SPBTRNATHR.06
SPAC222.11
SPBC646.14c
SPBC27B12.03c
SPAC343.05
SPBC428.19c
SPAC890.06
SPBC106.17c
SPAC56E4.02c
SPAC5H10.09c
SPAC29B12.02c
SPBC336.04
ScpofMt37
SPCC965.03
SPCC4G3.04c
SPRRNA.12
SPAC19B12.04
SPAC4A8.16c
SPBC428.01c
SPCC1235.02
SPCTRNALEU.12
SPAC3H1.05
SPAC18G6.07c
SPCC330.08
SPAC19E9.01c
SPCC285.12
SPBC1703.05
SPBC36.09
SPAC3H5.11
SPAC4A8.11c
SPBC16G5.08
SPBC1198.12
SPCC1281.04
SPAC23H3.09c
SPAC1420.04c
SPATRNATHR.01
SPBC12D12.02c
SPCC1183.03c
SPBC106.10
SPCC1281.06c
SPCTRNAVAL.09
SPBC8D2.18c
SPCC576.11
SPBC1773.14
SPAC186.03
SPBP4H10.05c
SPBP16F5.04
SPAC14C4.14
SPAC664.09
SPBC2G2.03c
SPBC3D6.04c
SPBC1539.03c
SPBC776.11
SPBC8E4.05c
SPAC24C9.02c
SPRRNA.15
SPAC19G12.04
SPBC1347.07
SPBC2D10.07c
ScpofMt29
SPAC23H3.02c
SPBTRNATRP.02
SPBC2F12.14c
SPAC1486.09
SPBC646.09c
SPAC222.12c
SPBC4B4.01c
SPCC16A11.06c
SPBC1734.04
SPCC1753.01c
SPAC26F1.07
SPAC3G9.14
SPBC8D2.17
SPAC9E9.07c
SPBC16H5.09c
SPATRNAVAL.04
SPAC17A5.15c
SPBC16C6.11
SPAC3C7.06c
SPCC965.07c
SPCC18B5.04
SPBC3D6.05
SPAC3G6.09c
SPAC3G9.13c
SPBC29A3.04
SPAC458.07
SPAC16C9.06c
SPAC3C7.13c
SPCC162.09c
SPCC757.12
SPAC1071.07c
SPBP23A10.07
SPCC320.09
SPCC188.06c
SPBC119.10
ScpofMt22
SPAC1805.04
SPBTRNALEU.05
SPAC1B1.03c
SPBC19C2.08
SPAC1B3.13
SPCC1620.08
SPCP1E11.09c
SPBC2G5.03
SPAC23H4.06
SPAC4D7.01c
SPAC16E8.16
SPCC825.02
SPBC1198.08
SPBC409.07c
SPAC17H9.20
SPBC6B1.07
SPAC959.04c
SPAC19D5.05c
SPATRNAASP.01
SPBC19C7.12c
SPAC4F10.15c
SPAC57A10.05c
SPBC839.13c
SPAC31G5.05c
SPCTRNAPHE.04
SPAC23D3.02
SPAC20H4.05c
SPCC5E4.04
SPAC23A1.11
SPCTRNAGLY.10
SPAC26F1.06
SPAC869.04
SPBC3B9.10
SPBC409.18
SPBC2G2.13c
SPBC646.03
SPAC29A4.15
SPBC1539.09c
SPBC776.12c
SPAC513.05
SPBC2F12.04
SPAC23G3.11
SPBC24C6.11
SPAC821.11
SPBTRNAGLN.03
SPCC1322.13
SPAC29A4.08c
SPAC4D7.04c
SPBC21D10.11c
SPBC25H2.02
SPBC119.14
SPAC23H3.08c
SPCC11E10.07c
SPAC20G8.10c
ScpofMt24
SPAC926.09c
SPCC594.06c
SPAC2F3.11
SPAC22A12.12c
SPAC3F10.18c
SPBTRNASER.06
SPBPB2B2.11
SPCC663.03
SPBC14F5.09c
SPBC21B10.11
SPBTRNAASN.02
SPBC18H10.08c
SPBC23G7.15c
SPRRNA.19
SPBC19F5.04
SPAC1783.08c
SPCTRNASER.08
SPAC6G10.03c
SPCC1672.08c
SPAC1296.01c
SPAC26A3.08
SPAC22F8.05
SPBC1685.10
SPAC17H9.09c
SPBC1D7.05
SPAC3G6.02
SPAC20H4.11c
SPBC342.02
SPBC1198.02
SPBC1709.20
SPAC3H1.07
SPAC1006.05c
SPBC16A3.05c
SPAC12G12.04
SPAC1783.04c
SPATRNAILE.02
SPBC3B9.08c
SPBC887.06c
ScpofMt32
SPBC17G9.11c
SPBC1683.02
SPAC922.03
SPCC825.03c
SPAC13C5.07
SPBC20F10.06
SPCC16C4.11
ScpofMt21
SPBC17D11.07c
SPBC30B4.01c
SPBC685.05
SPBC1105.09
SPCC4B3.09c
SPCC11E10.05c
SPCC24B10.21
SPCTRNAALA.12
SPAC144.13c
SPBTRNATYR.03
SPBP35G2.12
SPRRNA.29
SPAC25B8.03
SPBTRNATYR.02
SPAC22A12.04c
SPAC16.03c
SPBC887.13c
SPCC4G3.15c
SPCC4B3.10c
SPAC57A7.06
SPBC15D4.14
SPBC106.05c
SPAC3G9.04
SPBC15D4.04
SPAC521.05
SPBC660.15
SPCTRNAHIS.04
SPAC26A3.05
SPCTRNAARG.08
SPAPJ698.02c
SPBTRNAASP.04
SPAC17H9.14c
SPAC1805.05
SPBTRNALYS.07
SPCPJ732.01
SPBC3E7.13c
SPAC56E4.06c
SPAPB8E5.02c
SPCTRNASER.07
SPBC21B10.10
SPBC1289.03c
SPAC3A12.07
SPAC1805.09c
SPATRNAVAL.02
SPBTRNAGLU.08
SPAC694.05c
SPBC776.17
SPAC824.09c
SPCC1919.03c
SPBC776.02c
SPAC20G4.03c
SPAC3A12.05c
SPBC106.09
SPAC1B3.18c
SPAC13G6.02c
SPBC211.05
SPAC869.07c
SPBC29B5.03c
SPCTRNALEU.13
SPAC1486.04c
SPAC30D11.01c
SPBP8B7.17c
SPBC577.10
ScpofMp09
SPBC4F6.08c
SPCP1E11.05c
SPBTRNAALA.11
SPBC1604.05
SPAC1952.01
SPAC6F12.12
SPAC3A12.02
SPAC23G3.01
SPCTRNAVAL.10
SPBC16C6.07c
SPAC23G3.06
SPBC1685.02c
SPAC1093.02
SPCC18B5.06
SPCTRNATHR.10
SPAC24C9.16c
SPAC23C4.12
SPRRNA.10
SPAC186.02c
SPCC550.10
SPAC56F8.06c
SPAC31G5.16c
SPCC16A11.02
ScpofMt14
SPBC215.15
SPAC664.06
SPAC12G12.13c
SPAC17G8.06c
SPAC23D3.07
SPBC19G7.17
SPCC1183.06
SPCC965.08c
SPATRNACYS.01
SPAC4D7.05
SPBC1198.05
SPATRNAVAL.01
SPCC18B5.03
SPAC4F10.04
SPCC364.07
SPBC8D2.14c
SPBC3H7.03c
SPAC1805.13
SPBC3B9.18c
SPCC1322.15
SPCTRNASER.12
SPAC806.03c
SPAC4A8.07c
SPCC132.02
SPAC17H9.02
SPAC17C9.07
SPAC30D11.13
SPBC725.04
SPAC16E8.03
SPBC21C3.04c
SPAPB1E7.05
SPAC637.09
SPBC4.03c
SPCC622.18
SPBC23E6.10c
SPBC13G1.02
SPBC32F12.05c
SPATRNAPRO.03
SPCC569.07
SPBC32F12.10
SPBTRNAPRO.07
SPAC19D5.07
SPBC15D4.10c
SPCC63.12c
SPAC30D11.10
SPBC1861.08c
SPCC1223.03c
SPAC24B11.13
SPBC800.04c
SPBC342.01c
SPBC56F2.12
SPRRNA.26
SPCC1682.02c
SPBC4.07c
SPAC144.03
SPAC22F3.10c
SPBC3D6.15
SPAC4G8.09
SPAC22A12.05
SPAC4F8.02c
SPCC737.06c
SPBPB2B2.12c
SPAC6G10.07
SPAC1486.01
SPAC56F8.11
SPAC664.04c
SPBTRNAGLN.01
SPAC16E8.11c
SPAC750.08c
SPCC1620.01c
SPATRNACYS.02
SPAC20H4.01
SPAC6F6.08c
SPAC6G10.08
SPAC2G11.15c
SPBC16C6.08c
SPCC11E10.09c
SPAC23C4.11
SPAC767.01c
SPAC11G7.02
SPAC1F7.04
SPBC1734.11
SPCC576.09
SPCC330.14c
SPAC57A10.03
SPBTRNATHR.07
SPAC6F12.03c
SPAC29A4.04c
SPAC4H3.10c
SPBC1604.21c
SPAC227.12
SPAC343.09
SPBC577.07
SPCP25A2.03
SPAC9E9.03
SPAC15A10.01
SPCC794.07
SPBC1778.08c
SPCC338.14
SPAC11E3.07
SPBC106.11c
SPBC21C3.18
SPRRNA.11
SPBC354.12
SPBC29A3.12
SPAC6G9.09c
SPAPJ698.03c
SPBC30D10.18c
SPBC25H2.07
SPAC1B2.03c
SPBC119.02
SPBC19G7.05c
SPBTRNAVAL.06
SPRRNA.31
SPBC26H8.10
SPAC22A12.10
SPAC12B10.11
SPBC19C2.07
SPNCRNA.600
SPRRNA.36
SPBC1347.08c
SPBC3D6.03c
SPCTRNASER.13
SPCTRNAASN.06
SPAC1071.10c
SPATRNASER.01
SPAC1565.06c
SPRRNA.46
SPCTRNAGLN.05
SPBC685.06
SPCC338.15
SPCC13B11.04c
SPAC3H5.10
SPBC1734.02c
SPAC1687.21
SPAC1805.12c
SPBC29A10.13
SPBC3D6.09
SPAC12G12.05c
SPAC644.08
SPAC2F7.06c
SPRRNA.39
ScpofMt36
SPAC4F8.06
SPCC1235.15
SPBC577.02
SPBC13G1.12
SPCC1183.08c
SPCC613.05c
SPAC22A12.15c
SPBC13G1.13
ScpofMp04
SPATRNASER.04
SPAC4G9.09c
SPAC2F7.13c
ScpofMt31
SPAC31A2.09c
SPBC21H7.07c
SPAC24C9.14
SPBC119.01
SPBC651.05c
SPAC1002.17c
SPBTRNALEU.10
SPCC1739.06c
SPAC17A5.14
SPBC29A3.07c
SPBC428.13c
SPAC27E2.05
SPRRNA.42
SPAC17C9.03
SPAC24B11.06c
SPRRNA.41
SPAC29A4.03c
SPCC1020.04c
SPBC215.09c
SPBC530.09c
SPAC977.12
SPAC1782.10c
SPBC16C6.09
SPAPB1A10.11c
SPCC1223.09
SPBP35G2.07
SPBC16A3.15c
SPAC24B11.05
SPBC713.12
SPBC14F5.05c
SPBC1539.08
SPAC31G5.13
SPAC30.01c
SPAC3H5.12c
SPCC1322.04
SPAC30D11.07
SPAC5D6.06c
SPBC776.14
SPBC16H5.10c
SPATRNATYR.01
SPBTRNALEU.08
SPCC18.07
SPAC1486.06
SPAC17G6.12
SPCC16C4.05
SPCC18.16c
SPAPB24D3.03
SPAC823.05c
SPBC405.07
SPAC4G9.08c
SPAP27G11.13c
SPBC24C6.04
SPAPB18E9.02c
SPAC13G7.03
SPBC409.10
SPAC57A7.04c
SPBC4.04c
SPAC10F6.03c
SPAC19A8.12
SPBPB10D8.02c
SPATRNAALA.04
SPAC11H11.04
SPAC1A6.05c
SPBC21C3.13
SPBC106.04
SPAC4G8.12c
SPCTRNAARG.12
SPAC31G5.14
SPAC1296.02
SPAC16.02c
SPBC25D12.04
SPBC660.13c
SPAC959.08
SPBC3B8.03
SPCC320.10
SPCTRNALYS.12
ScpofMt18
SPAC8F11.03
SPAC3G9.09c
SPAC1639.01c
ScpofMt23
SPBC14F5.07
SPAC644.17c
SPAC3A12.04c
SPCC1442.09
SPAC1039.08
SPCC1450.09c
SPCC622.14
SPAC18G6.04c
SPAC6G9.11
SPAC806.06c
SPAC13C5.05c
SPAC2F7.05c
SPCC1020.01c
SPBC36B7.03
ScpofMp06
SPAC13G6.11c
SPAC9G1.04
SPCC11E10.02c
SPAC4G8.10
SPBC16G5.18
SPBC365.06
SPCC191.09c
SPRRNA.40
SPCC4G3.02
ScpofMt33
SPAC23C11.16
SPAC222.13c
SPAC22E12.17c
SPCC4G3.05c
SPBC4B4.05
SPAC17A5.03
SPAC26A3.12c
SPBC12C2.11
SPBC336.06c
SPBC19C2.13c
SPAC31G5.15
SPAC3F10.03
SPAC3A11.08
SPBC18E5.02c
SPAC1F5.02
SPBC776.04
SPBC1921.03c
SPCC4B3.05c
SPAPB17E12.05
SPBC19G7.03c
SPCC1183.05c
SPBP16F5.02
SPAPB1E7.03
SPAC24H6.12c
SPAC15E1.04
SPAC31G5.09c
SPAC589.08c
SPCC1682.14
SPCC1620.11
SPBC336.14c
SPBC17D11.05
SPAC1B3.10c
SPBTRNAPRO.08
SPATRNAGLU.01
SPCC191.07
SPCTRNAHIS.03
SPBC3D6.07
SPAC13G7.02c
SPAC4D7.02c
SPBC609.02
SPAC25G10.05c
SPBP22H7.08
SPAC4D7.06c
SPBC16E9.11c
SPBC725.14
SPBC8D2.19
SPAC1B2.04
SPBPB2B2.10c
SPAC11D3.09
SPATRNALEU.02
SPRRNA.28
SPAC607.03c
SPAC17G6.04c
SPCC18B5.11c
SPAC644.12
SPBP23A10.13
SPAC2G11.05c
SPAC16E8.10c
SPBC1778.07
SPATRNALEU.04
SPCC663.04
SPAC3C7.14c
ScpofMr11
SPCC1682.05c
SPAC12B10.07
SPBC3B9.13c
SPBC3H7.01
SPAC22H10.07
SPAC630.14c
SPAC22E12.16c
SPBC119.11c
SPBP18G5.02
SPRRNA.04
SPBC887.15c
SPCC24B10.02c
SPCC4B3.12
SPRRNA.16
SPBC26H8.14c
SPBC4C3.03
SPAPB1E7.06c
SPBC1711.17
SPAC13A11.02c
SPAC1006.07
SPCC162.11c
SPBC19C2.11c
SPAC6F12.10c
SPAC17C9.02c
SPAC4G9.04c
SPAC17G6.14c
SPBC19C2.14
SPAC1805.11c
SPBTRNATRP.03
SPAP8A3.06
SPAC6F12.13c
SPCC18.18c
SPAC1556.01c
SPBC29A10.15
SPAC343.15
SPBC1778.03c
SPBC30D10.07c
SPAPB1E7.09
SPAC21E11.08
SPRRNA.20
SPBC1709.14
SPAC26A3.15c
SPAC8C9.08
SPAC27E2.01
SPAC13G6.03
SPBC11C11.07
SPCC550.13
SPAC22G7.10
SPBTRNASER.05
SPCC4G3.13c
SPAC2E1P3.04
SPATRNAGLU.02
SPBP4H10.08
SPAC24C9.07c
SPCC70.07c
SPBC26H8.01
SPAC19A8.04
SPBC336.13c
SPAC821.05
SPCC1259.05c
SPCTRNASER.09
SPCTRNAGLY.11
SPAP19A11.05c
SPCC1259.01c
SPBC17G9.04c
SPATRNALYS.04
SPCP31B10.08c
SPBC800.10c
SPBC582.08
SPCC4F11.02
SPAC23C11.11
SPBC691.03c
SPBC3D6.06c
SPAC22F8.10c
SPAC16E8.09
SPBC8E4.03
SPCC338.10c
SPBC14F5.13c
SPAC167.07c
SPATRNAVAL.03
SPCC417.11c
SPBP26C9.02c
SPBC18H10.13
SPBC11B10.01
SPBC26H8.12
SPBC56F2.09c
SPCC553.09c
SPBC19G7.10c
SPBTRNAHIS.01
SPCC1450.16c
SPAC343.13
SPBC337.15c
SPCC63.10c
SPAPB17E12.03
SPBC30D10.11
SPCTRNAASP.06
SPBC543.03c
SPBC18H10.12c
SPAC19B12.03
SPAC6G10.11c
SPCTRNALYS.10
SPAC6G10.04c
SPBTRNAARG.05
SPAC17C9.01c
SPBC3E7.01
SPCC1223.02
SPCC364.03
SPCP1E11.07c
SPAC1F3.02c
SPBP8B7.18c
SPBC354.14c
SPBC1A4.01
SPBC29A3.02c
SPBTRNAASN.01
SPATRNASER.03
SPAC1002.12c
ScpofMt27
SPBC1861.07
SPBTRNAGLY.04
SPATRNAARG.02
SPAC4F8.12c
SPAC3G6.13c
SPBC651.01c
SPBC31F10.06c
SPAC1486.05
SPAC19B12.10
SPBC3E7.08c
SPAC5H10.06c
SPAC57A7.08
SPAC8E11.02c
SPBC365.05c
SPAC2G11.06
SPBC839.05c
SPCC5E4.03c
SPBC1677.02
SPAC24C9.09
SPAC25H1.10c
SPBC1348.14c
SPBC28F2.08c
SPBC16E9.05
SPBC8D2.20c
SPAC31A2.08
SPBC2G2.12
SPAC3G9.10c
SPAC56E4.04c
SPAC17H9.12c
SPATRNAPRO.01
SPAC14C4.03
SPBC1348.10c
SPCC1223.08c
SPBC776.08c
SPBC2D10.09
SPAC16C9.03
SPATRNAGLY.01
SPCC970.05
SPBC839.15c
SPAC23H4.10c
SPCC18B5.01c
SPAC1782.05
SPBC4B4.08
SPCC191.11
SPAC1D4.12
SPCC18.08
SPCTRNAASP.08
SPBC1703.07
SPAC21E11.03c
SPCC962.04
SPBC32F12.02
SPBC215.14c
SPAC630.09c
SPAC23C11.05
SPCC16A11.17
SPAC18B11.05
SPBC25D12.03c
SPBC30B4.07c
SPBTRNAGLU.06
SPAC227.11c
SPAC3F10.10c
SPAC17D4.01
SPCTRNASER.11
SPCC16C4.13c
SPAC1002.09c
SPAC3F10.09
SPCC4B3.04c
SPCC1450.07c
SPBTRNAGLY.05
SPBC3B9.03
SPAC1687.15
SPCC1450.03
ScpofMp10
SPAP7G5.04c
SPCC306.08c
SPBC8D2.15
SPAC3G9.11c
SPCC126.14
SPBC211.02c
SPBC16E9.18
SPBC354.06
SPBC1709.07
SPAC6F12.17
SPCC63.02c
SPBC3H7.15
SPAC31A2.05c
SPAC4G9.02
SPAC1D4.13
SPBC12C2.12c
SPBC18E5.06
SPRRNA.24
SPBC1718.04
SPAC1D4.14
SPBC365.14c
SPBC17G9.10
SPAC167.03c
SPAC6B12.04c
SPAC19B12.09
SPAC1805.16c
SPBC530.12c
SPAC15E1.03
SPAC1556.04c
SPAC1002.03c
SPBC12C2.10c
SPBC19F8.07
SPCC794.10
SPCC285.15c
SPAC6B12.10c
SPBC1105.16c
SPBPB8B6.05c
SPAPB17E12.13
SPAC1B3.07c
SPAC1952.13
SPBC902.05c
SPAC869.01
SPBTRNAVAL.08
SPBC21C3.10c
SPBC36.04
SPBC3E7.16c
SPCC1753.04
SPAC8E11.01c
SPCC1442.12
SPBC3B9.07c
SPAC3G9.02
SPAC9E9.09c
SPBC649.03
SPAPB2B4.03
SPCC162.05
SPBP19A11.01
SPAP8A3.07c
SPAC1952.09c
SPAC22F3.03c
SPAC26A3.07c
SPAC959.07
SPAC4F8.01
SPBP22H7.07
SPBTRNAGLU.07
SPATRNAALA.02
SPAC23C11.09
SPBTRNAPRO.06
SPAC7D4.06c
SPBC19G7.01c
SPCC777.13
SPAC29E6.01
SPCC550.04c
SPBC1703.01c
SPAC664.03
SPBP35G2.05c
SPAC15F9.02
SPAC328.01c
SPCC1682.16
SPBC2D10.10c
SPAC3F10.04
SPBC1289.08
SPAC23C11.02c
SPBC1198.14c
SPBC685.04c
SPAC6C3.09
SPCC31H12.04c
SPAC23C11.17
SPBC15D4.09c
SPAC323.02c
SPBC146.03c
SPAC15E1.06
SPBC660.16
SPAC23H4.18c
SPCC1450.11c
SPAC32A11.04c
SPAC23A1.04c
SPCTRNAGLU.10
SPAC637.07
SPAC140.01
SPAC607.05
SPRRNA.07
SPAC20G8.01
SPBPJ4664.01
SPBC6B1.05c
SPBC21D10.12
SPCC1682.07
SPAC12G12.14c
SPAC23A1.10
SPBC18H10.04c
SPAC1805.06c
SPBC16A3.09c
SPAC22E12.10c
SPAC11D3.14c
SPAC18G6.03
SPCC1393.03
SPCC417.06c
SPAC8E11.03c
SPAC1071.01c
SPBPB2B2.09c
SPAC227.08c
SPBC16E9.12c
SPATRNALEU.01
SPBP4H10.13
SPAC26F1.13c
SPAC17A5.06
SPBC32H8.04c
SPBC1921.01c
SPAC20H4.10
SPAC24H6.07
SPCC1223.05c
SPBC119.08
SPBTRNAVAL.07
SPAC29B12.04
SPBP4H10.11c
SPAC19G12.14
SPBC2G2.05
SPAC20H4.07
SPBC16G5.02c
SPAC16E8.04c
SPCC1672.07
SPBC12D12.04c
SPBC2G2.16
SPCC1919.09
SPCC5E4.07
SPAC167.01
SPBTRNAASN.03
SPAC1F5.04c
SPAC31G5.03
SPAC9E9.06c
SPAC1834.05
SPCC31H12.08c
SPBC1105.05
SPAC8C9.15c
SPCTRNAPHE.05
SPAC12B10.15c
SPAC18B11.10
SPAC1687.01
SPBC776.09
SPBC1685.01
SPBC3E7.14
SPAC9.03c
SPBC56F2.11
SPBC115.01c
SPAC22G7.09c
SPCPB16A4.03c
SPCTRNALYS.11
SPBC119.07
SPBTRNAALA.09
SPAC1002.11
SPAC20G4.02c
SPBC4F6.14
SPAC823.15
SPBC1A4.02c
SPAC12G12.08
SPCC1672.09
SPBC405.04c
SPBP8B7.24c
SPAC1071.08
SPAC13A11.06
SPCC18.06c
SPCC290.02
SPBC365.02c
