Gene Symbol and Synonyms	UniProt Accession
Dmel_CG8002	X2JFR5; Q9VWJ6; X2JL73
Dmel_CG8707	Q7K519
Dmel_CG8866	Q9VHF6; Q8T0L6
Dmel_CG10899	Q8IMV4; C8VV79
Dmel_CG11284	Q9W3C8
Dmel_CG12309	Q8MS78; Q9V5P0
Dmel_CG18672	A0A0B4LHX0; B9ER07; Q9V9Y7; A0A0B4LHX8
Dmel_CG18673	Q9V9Y6
Dmel_CG3669	Q9V9Y8
Dmel_CG3940	Q9VH26
Dmel_CG5379	Q9VD19; Q4V4S9
Dmel_CG6906	Q9VTU8; M9PF87
Dmel_CG9235	Q9W2Q2
Dmel_CG11877	Q9VAP6
Dmel_CG12821	Q4V6A8
Dmel_CG31033	Q86BR6; Q9VAF9; Q95TJ1; B7Z0R7; Q9VAG0
Dmel_CG4428	M9PBM3; Q9VPW2
Dmel_CG5489	Q7JY94; A1ZBA9
Dmel_CG6194	Q9VF80
Dmel_CG6877	Q9VVS6
Dmel_CG7331	Q9VHR6
Dmel_CG9746	Q9VHH2; E1JIG3; A0A0B4KGX5
Dmel_CG13779	Q9VM46
Dmel_CG3325	O77135
Dmel_CG3736	P91636; Q7K0T1; B6UXG7; B6UXJ2; O76460; B6UXH8; B6UXJ5; Q7KPH9
Dmel_CG6339	B6UXT5; B6UXU2; B6UXT1; B6UXT3; B6UXU4; Q86NZ9; B6UXT8; Q9W252; B6UXT9; B6UXU1; B6UXU3; B6UXU5; B6UXU6; B6UXV1; B6UXT2; B6UXU7; B6UXU9; B6UXV2; B6UXT4; B6UXT6; A0A0B4K7L0; B6UXS6; B6UXU8; B6UXV0; Q960E0; B6UXT7
Dmel_CG6754	Q9VT40; M9NF67
Dmel_CG11190	Q9W3G0
Dmel_CG12006	Q7KV63; Q9VZM5
Dmel_CG12077	Q9VZR1
Dmel_CG12263	A1ZB84
Dmel_CG13089	Q9VLK0
Dmel_CG14463	Q9VHX6
Dmel_CG14550	Q9VBH9; Q8MSE4
Dmel_CG2144	A1Z705
Dmel_CG2292	Q6NNX3; A1Z838
Dmel_CG3033	Q961V1; H5V8B2; Q9W464
Dmel_CG30381	A8DY62; A1Z767; Q4QPZ4; F3YDB9
Dmel_CG3160	Q9W495
Dmel_CG32578	C5WLM2; Q8IR17; Q9GRX1
Dmel_CG4406	Q8T4E1
Dmel_CG44255	B8A3W8; Q9VC10; Q86NX1
Dmel_CG6401	Q7JUM3
Dmel_CG9376	Q9VW21; Q8MTV3
ATP6	Q6B3D2; G3S3I9; Q70UU2; Q7GHJ9; P00854; G1FKC3; C4T948; P00847; Q7JAT1; Q8HIN8; Q0ZFE3; P00846; S4S1T8; A5JFK1; O21330; S0AU85; B5WZ56; O78752; B3GSZ5; P92695; O03169; Q9G388; Q1AL70; F6M7J6; M9NVU6; M9NW18; M9NWK5; M9NW92; B1PTQ1; C7DZL1; M9NVV1; P00850; F6M7K6; M9NW20; M9NW88; B6E0P6; B6E0Q9; B6E0T5; M9NVP6; M9NWJ9; Q85UI0; Q9MIY5; A0A0A0VDB1; Q27GW3; Q9TEG6; Q8HCW0; A9XBE4; Q7Y8K2; Q71K73; Q35915; Q5G7I5; Q6IYH3; K9MVJ5; Q4JQI2; P00848; Q7JCY9; N0DLW6; N0DRQ7; Q7GTU9; P14092; N0DM08; P48894; B9UD81; Q8HLX0; H2L2Q1; Q9GA25; Q8HIC7; P05504; Q9MEI5
COX1	H9KUX4; A9XBE1; A0A0A0VG02; Q9MIY8; P48888; H2VF34; Q6QTG9; E9P9Y6; P00401; Q7GEZ2; E9P9Y4; E9P9Y5; P18943; G1FKC0; Q8HLX3; D9YTA1; Q9MEI8; Q8HZR1; K9MVI0; Q8HIC9; P05503; Q9G391; A0A023UIX6; F1IPH0; M9Z9E7; A0A023UIB9; H9ACK6; J7FKZ4; J3T435; W8VR51; B6UN75; D6R467; H9ACJ2; H9ACL1; F6M761; P00399; B6RBV9; H9ACK9; A0A023UHN6; D6R466; F6M7L3; H3C6G5; A0SJ16; E8Z552; B9UD78; M9NAW9; Q1AL73; C4T945; Q7Y8K5; X6RJD6; A0A087X296; P23219; P22437; Q543T1; Q5MA75; O78749; Q35536; H9D9X2; F8QUC8; Q9GA28; S0ASK7; Q85UI3; P00395; U5YWV7; O03167; W5PXG8; K7GK47; G3SHV8; Q70UU5; B3GSZ2; Q8HIM9; A5JFJ8; P00397; Q9MD68; H6AUP8; O21327; Q9TEG9; B7XBM4; Q9TA27; Q71KK5; O79876; Q5G7I8; P92692; Q27GW6; B5WZ53
COX2	B3GSZ3; Q2Y0B9; P48890; S0AT20; O78750; Q85UH8; Q37604; P50687; B7XBM5; Q9TA26; P00405; Q7JCZ1; Q9G390; Q9TEG8; Q69GF7; Q05769; A0A087WPT2; H0UXH4; Q8K3U5; H0UXH3; Q6IYH5; C3UVK6; P68297; Q6B3D4; E9P8I3; D6C7G9; E9P8N3; P00410; Q7I2Q6; E9P8R2; Q6XAN7; D6C7G8; D6C7H0; E9P8Q8; Q7H4E9; D6C7H1; D6C7H3; P18944; Q76L15; Q8SEZ5; P00406; Q27GW5; B5WZ54; Q9MEI7; Q5G7I7; A9XBE2; C5H6I8; P92693; P00403; U5Z487; C6KI54; J9TIE4; C8CB16; P00408; J9THZ9; P35354; Q6ZYK7; Q8HCW2; Q4JQI4; G3RYU2; Q70UU4; Q8HIN6; Q9GA27; Q9MIY7; A0A0A0VG08; C4T946; P98046; Q7JAT3; P68530; G1FKC1; B9UD79; Q58YK8; Q1AL72; Q8HLX2; Q7Y8K4
CYTB	Q8HIN5; Q9GA18; Q8HIC4; P00159; Q6RUP7; Q5G7H8; Q7JAR2; P00157; A4ZFZ3; Q6R710; Q9T498; S5DRI9; Q85PI2; E5L366; M1JD51; Q7GTU5; B3VDI6; Q5D6Z8; A1BQ52; B8X477; W8QQN9; Q5IHX3; Q9TEQ9; V9Q407; P18946; B5TAD6; Q33784; Q9MEH8; Q8W8X0; B2ZPK1; A0A088CFM7; Q6IYG6; Q4JQH5; A0A0A0VDB5; Q9MIX8; G1FKD0; O21337; P50663; Q0ZFD6; P00156; P48886; Q9TEF9; A1YIP5; Q5MA65; G3S3T4; P00158; Q7JCZ3; E1ABE4; E8Z5B3; A0SJ32; E1ABE9; E1ABE1; E1ABE5; G5D6F4; Q36177; E1ABF0; C0KZ29; E1ABE6; E1ABF2; E1ABE7; B9UD88; Q7HN24; Q8HC78; A0A077B9P4; C4T955; Q7Y8J5; C6FE41; Q85UH7; P34863; P92701; O03176; A1IHH9; Q9G381; Q9ME01; B2LAD7; B6E0Q3; Q05GI8; B6E0S9; P18935; M4N7Y4; Q05GI9; B6E0W8; Q1HBG9; P00163; K7GK57; Q8HCV3; B3GT02; Q35534; Q1HP80; H2E0B6; Q1AL63; Q70UT5; C6ESH2; C6ESK3; C6ESL5; H8Y1H8; Q94NP6; Q36368; P24958; Q5IFM6; P48665; Q53YR5
Dmel_CG10320	Q9W2E8
Dmel_CG10396	Q8T4H8
Dmel_CG10664	Q9VIQ8
Dmel_CG1076	Q9VNL3
Dmel_CG1088	P54611
Dmel_CG11015	Q9VMB9; Q86NN8
Dmel_CG11043	Q9VMB8
Dmel_CG11154	Q05825; Q6W4K9; Q8IM98; Q6W4M9; L0MQ04; D3DMY7; X2JH42
Dmel_CG11423	C6SUV8; Q5U0T0; A1ZAW7
Dmel_CG11455	M9PBY4; Q7K1C0
Dmel_CG11589	Q9VZG7
Dmel_CG11913	Q29QT0; Q9VBR4
Dmel_CG12079	Q9VZU4
Dmel_CG12400	Q9VQM2
Dmel_CG12403	M9PD18; Q8MXF7; P48602; Q8MLX7; V9GZU6
Dmel_CG12602	Q9VKF6; Q7YU68
Dmel_CG1268	Q4V4R9; Q9VZE9; Q4V4G1
Dmel_CG12859	Q6IDF5
Dmel_CG13167	Q8T8S0; A1Z8V7
Dmel_CG13240	Q9V3W2
Dmel_CG14077	Q9VVU8
Dmel_CG14235	Q8IQW2; Q9VWD1; C1C592
Dmel_CG14482	Q500Y7
Dmel_CG14508	Q9VAM8
Dmel_CG14724	Q94514
Dmel_CG14909	B7FNL6; Q9VEQ6
Dmel_CG15434	Q9VR00
Dmel_CG1709	Q8IML5; Q9XZ10; Q8IML4; Q8IML3; Q86P41; Q6NLA3; Q86M57; Q8IML2
Dmel_CG17280	Q9W1N3
Dmel_CG17332	Q9V3J1; M9PDK5
Dmel_CG17369	E1JIJ5; P31409
Dmel_CG1746	Q6NN09; B9EQX6; H0RNC4; C3KGM7
Dmel_CG17856	Q4QPY3; Q9VAW7
Dmel_CG18193	Q9VHR9
Dmel_CG18624	Q9W3N7
Dmel_CG1970	Q9V4E0
Dmel_CG2014	Q4V6N9; Q9VAK5
Dmel_CG2249	Q7JW00
Dmel_CG2286	A4V449; Q6NP42; Q8MM97; Q94511
Dmel_CG2934	Q9W4P5
Dmel_CG2968	Q9W2X6
Dmel_CG30329	A1ZBF7; Q8IHG5
Dmel_CG30354	Q4QPY6
Dmel_CG31477	Q9VH24
Dmel_CG3161	P23380
Dmel_CG31644	Q8T970; X2J713; X2JD93
Dmel_CG31648	Q9VMQ6
Dmel_CG3192	C7LAB3; D0IQD2; Q9W3X7
Dmel_CG32089	Q4QPV8; Q9VTI6
Dmel_CG32090	Q8IQG3; H0RNA7; B3DMZ9
Dmel_CG3214	Q8MSI7; Q9VQD7
Dmel_CG32230	Q8SYJ2
Dmel_CG3321	O77134
Dmel_CG34439	Q8SXW2; A8DYC4; A8DYC5
Dmel_CG3446	Q9W402
Dmel_CG3560	Q9VXI6
Dmel_CG3612	P35381
Dmel_CG3621	Q8SYB3; O97418
Dmel_CG3762	A4V0N4; Q27331
Dmel_CG3944	Q8SZF2; Q9VF27
Dmel_CG40002	Q7PL91
Dmel_CG40472	Q7PL91
Dmel_CG4169	Q9VV75
Dmel_CG4307	Q24439; Q8INE6
Dmel_CG4412	Q24407; D1Z3A2
Dmel_CG4634	I0DHK6; B7YZQ7; O77460; B9EQY3
Dmel_CG4692	B5RJ63; Q9W141
Dmel_CG4769	Q9VRL0
Dmel_CG5075	Q8T464; Q9VK47
Dmel_CG5389	Q8T4C4
Dmel_CG5548	Q9VXZ0
Dmel_CG5703	Q7JYN2; Q9VX36
Dmel_CG6008	Q9V3L7
Dmel_CG6020	Q9VPE2; Q86NN5; A0A024E3A5; Q059D4
Dmel_CG6030	Q24251
Dmel_CG6105	Q9VKM3
Dmel_CG6213	Q9XZH6
Dmel_CG6343	A4V383; P91929
Dmel_CG6463	Q9VTB4
Dmel_CG6485	Q9VVF0
Dmel_CG6737	Q9VKQ8
Dmel_CG6914	Q9VNT3
Dmel_CG7007	Q9VFE3
Dmel_CG7026	Q9VFE5
Dmel_CG7181	Q9VP19
Dmel_CG7211	Q9VLY0
Dmel_CG7361	F6KDM8; F6KDN4; F6KDP7; Q9VQ29
Dmel_CG7580	Q9VVH5
Dmel_CG7610	O01666
Dmel_CG7625	Q8SZ31; Q9VP18
Dmel_CG7678	Q9VE77
Dmel_CG7712	Q7JZK1
Dmel_CG8029	Q7JR49
Dmel_CG8048	B7YZI0; Q9V7N5
Dmel_CG8186	Q9V7D2
Dmel_CG8189	Q94516
Dmel_CG8210	Q24583
Dmel_CG8680	Q9VMU0
Dmel_CG8764	B9EQT5; Q8SY81; Q9XY35
Dmel_CG8844	A0AQ24; Q9VQR2
Dmel_CG9013	A1ZAL7
Dmel_CG9032	Q9VXN2; Q8IR24
Dmel_CG9065	Q9VXY5
Dmel_CG9140	Q8SXT0; Q9VMI3
Dmel_CG9160	Q94519; D2NUJ5; M9PDU4
Dmel_CG9172	Q9VXK7
Dmel_CG9306	Q9VJZ4
Dmel_CG9350	Q7JYH3
Dmel_CG9603	Q9VHS2; D1Z3A3
Dmel_CG9762	Q9VTU2
ND1	Q5G7J0; K9MVJ3; Q8HIN2; U5Z754; P03886; O03847; Q9GA30; O21325; Q9G393; G3RRH4; P92690; Q37603; Q8HID1; P03889; S0AU83; X6R674; H0Y5Y2; Q9Y6Y0; Q4JQI7; O79427; A9XBD9; B5WZ51; C4T943; Q7Y8K7; Q3SWS1; O88721; Q3SWS4; Q3KNZ4; Q6IYH8; Q6B3D7; G1FKB8; H2E0F2; Q1AL75; Q8HLX5; Q6QTH1; O78747; Q70UU7; Q7GTV3; N0DM22; N0DLX8; P18936; P48900; Q27GW8; B9UD76; Q6J6X5; P48652; Q9MEJ0; Q85UH6; P03888; Q4JFN6; Q9TEH1; Q9TA29; Q65CJ3; O78703; Q8HCW5; B3GSZ0; Q9MIZ0; A5JFJ6; Q9MGN3; Q9MGN8; B2LAQ0; B6UNH5; J9TI24; B6UNI3; Q9MJC6; V9H007; P18929; C7DZL9; J7FM77; Q920Q8; A0A087WQT3
ND2	P18937; Q955U9; Q534B1; Q9MD59; P03893; H0VU37; O21326; Q9G392; S0AU78; Q9MEI9; Q5G7I9; H9KUX5; O79428; Q8HIN7; Q35535; O03166; C4T944; Q7Y8K6; Q6B3D6; Q7GXY9; P03891; Q9GA29; Q8HLX4; B7XBM3; Q9TA28; P48653; G4RIT2; Q5MA76; O78748; Q85UH9; Q4JQI6; G1FKB9; Q27GW7; B2YE06; J7FL05; M4N863; J3XQC1; M4N6Z3; M4N715; M4N593; P03896; M4NAR6; Q7GHL2; K9MUG0; Q8HCW4; Q6QTH0; G3S569; P11662; Q8HID0; B9UD77; H9KVH1; B3GSZ1; Q9MIY9; A0A0A0V9A1; P48905; B5WZ52; Q70UU6; H2PXF7
ND3	K9MVI1; Q85UH3; G3RZR3; Q70UU0; A9XBE6; P05506; Q8SEZ1; Q8HCV8; Q35540; B9TXW8; A1IHH4; O03171; O21332; Q6B3D0; Q8HIN1; Q9G386; S0ASL2; Q9TA22; A5JYA8; P48654; Q9GA23; I3NHY3; Q1AL68; Q9MEI3; Q5G7I3; H9KUX3; O79434; B3GSZ7; Q76L11; P18938; Q71UL8; Q7GXZ5; P03897; H0YNZ9; P48912; P18930; B6E0P8; J7FKZ6; Q69G28; O79880; O78753; Q5MA70; Q9MIY3; C4T950; Q7Y8K0; Q4JQI0; B5WZ58; P03898; Q7JAS9; H2PXF8; A5JFK3; P03899; Q7GIP5; B9UD83; H0VU42; Q8HLW8
ND4	Q6IYG9; Q4JQH8; Q7JCY6; P03911; B6E0W5; M4N5J3; Q9MDK5; M4N8B8; P18931; B2YEQ1; B6E0T9; K9MUQ8; Q6B3C8; Q35542; Q27GV9; B9UD85; Q9TEG2; Q5MA68; O78755; Q8HIN0; Q9G384; H2L2Q3; Q85UH2; G3S7Z8; Q70UT8; Q9MIY1; O21334; A9XBE8; P92698; A5JFK5; B5WZ60; O79881; O79436; Q9MEI1; Q5G7I1; Q8HCV6; Q7JAS7; P03910; B3GSZ9; Q7GTU7; P18939; P03905; H9EC08; Q9GA21; S0ARW2; Q8HLW6; C4T952; P48655; G1FKC7; P48916; P05508; Q8HIC6; Q7Y8J8
ND4L	Q9MIY2; A0A0A0VA51; P03901; Q7GXZ4; P05507; Q7H113; B9UD84; Q1AL67; I3W8K6; Q6IYH0; K9MTI3; Q8HCV7; Q5MA69; O78754; Q70UT9; O79435; Q7GTU8; P18942; A9XBE7; P61795; A5JFK4; O21333; B5WZ59; Q7JAS8; P03902; B6E0Q1; B2YEQ2; P18934; B7XBN0; Q9TA21; Q7Y8J9; H9KVH2; Q65CI5; Q85UH5; B3GSZ8; Q8HIN4; A1IHH5; O03172; S0AT24; Q35541; G1FKC6; Q9TEG3; Q9MEI2; Q6B3C9; Q2KT72; Q4JQH9; G3RWE6; P48931; Q5G7I2; Q9GA22; Q9MD77; P03903; Q27GW0; Q9G385; Q8HLW7; C4T951; P48658; Q6J6W7
ND5	K9MVJ7; Q70UT7; S0AU87; Q9G472; J7FM75; B6E0P9; M4N5P3; Q05GI6; P18932; B6E0R2; Q05GI5; B1PTQ3; B6E0W4; C7DZL4; C4T953; Q6IYG8; O78756; Q9G383; Q7Y8J7; Q6B3C7; H2L2N8; O21335; Q8SEZ0; P11661; Q1AL65; B5WZ61; Q5G7I0; Q85BD6; Q8HIM8; Q9MIY0; Q9MEI0; Q85UI2; Q4JQH7; P18940; H0VU45; O79437; A0A0G2JSG4; Q27GV8; P48656; G4RIU1; Q8HCV5; G3S388; B3GT00; O03174; Q9MD82; P03921; Q9TA19; A9XBE9; U5ZC31; P03915; Q35543; Q9GA20; G1FKC8; P48921; B9UD86; Q8HLW5; Q9TDR1
ND6	Q6B3C6; Q7Y8J6; Q5G7H9; O78757; Q85UI1; Q7GTU4; P18941; U5Z977; P03923; A1IHH8; O03175; A5JFK7; Q7JCY4; P03925; O21336; B9UD87; Q9TA18; A8JX41; Q6IYG7; O79438; G1FKC9; Q1AL64; Q4JQH6; G3SJB1; Q35544; Q9G382; J7FNN7; P18933; B6E0Q2; B5WZ62; P48657; Q6J6W4; O79882; Q7IIC4; K9MUH0; B3GT01; F1JUN4; P92700; Q70UT6; Q9GA19; Q8HIC5; P03926; Q27GV6; Q7GEM1; Q8HLW4; Q9MEH9; P03924; Q7JAS5; Q8HCV4; Q8HIN9; A0A0A0VG13; Q9MIX9; P48926; H0VU46; C4T954
Dmel_CG13927	Q9W0C4; Q9NDA0
Dmel_CG14437	Q9TVU0; Q9W3W4
Dmel_CG2453	X2JES4; Q9VYF8
Dmel_CG33544	A8E6Z6; A8E6X6; A1ZAJ5
Dmel_CG7277	Q9VMQ5
Dmel_CG9249	E1JHN2; Q95R84; Q9VIF3; Q5BIB9
Dmel_CG9613	Q9VHS7
Dmel_CG10160	B5RJQ0; Q32KE6; Q95028
Dmel_CG13334	A1Z9F8; Q6NPB9
Dmel_CG6432	Q9VC92
Dmel_CG10392	Q7KJA9; Q9Y148; Q95RP9
Dmel_CG12311	Q9W5D4; M9PG53
Dmel_CG12366	A8E6L6; Q9V6X7
Dmel_CG14789	Q9W589
Dmel_CG31152	Q8T045
Dmel_CG31915	Q8IPK4
Dmel_CG6097	Q9VTK2
Dmel_CG9109	X2JDC2; Q9VMJ0
Dmel_CG9996	Q6NMV4; Q9VBY3
Dmel_CG10970	Q9W3A0
Dmel_CG11052	Q9VHX3
Dmel_CG16870	X2JE33; P56544; B3DNK5
Dmel_CG1707	A1Z6X6; Q8MYU8
Dmel_CG18371	Q4V6I0
Dmel_CG18505	Q9VF36
Dmel_CG4365	Q9I7P8; Q8IPU3; Q9VPB3; H1UUD4; E4NKL2
Dmel_CG17148	P18167
Dmel_CG2505	Q24195; Q961N0
Dmel_CG34139	Q8T468; Q9VDP5; B6IDZ4
Dmel_CG6917	Q15DQ2; Q15DR1; Q15E02; Q15DG9; Q15DG6; Q15DL3; Q15DQ6; P08171; Q15DH8; Q15DQ3; C9QP21; Q15DR8; Q15EA4; Q15DJ7
Dmel_CG17876	Q5IFF9; Q2VYA3; Q5BIJ9; Q2VYA1; Q2VYA2; Q2VYA0
Dmel_CG18730	Q5IFF0; Q5IFG2; Q5IFG6; Q2VY99; P08144; Q5IFG4; P81641; Q2VY98; Q5IFE9; Q5IFF6; Q5IFG0; Q5IFF8; Q5IFG5; Q5IFG1; Q5IFG3
Dmel_CG4104	Q9Y119
Dmel_CG5171	B1PH92; B1PH93; B1PH96; B1PHB3; B1PHA6; B1PHB1; B1PH76; B1PHB6; C9QPE7; B1PH60; Q9VM19; B1PHB9; B1PHA3; B1PHA7; B1PHA8; B1PH59; B1PH90; B1PH97; B1PH63; B1PH91; B1PH95; B1PHA2; B1PHB4
Dmel_CG5177	Q9VM18
Dmel_CG6262	A1ZAE9; A1ZAF0; Q7YTX8; Q8IHG4; A1ZAF3; A1ZAF2; Q6NN99
Dmel_CG6904	D5SHR2; Q9VFC8
Dmel_CG7254	A4UZZ4; Q9XTL9
Dmel_CG9364	A5XCQ9; Q9W2M2; A5XCQ7; A5XCQ4; A4UZR3; A5XCQ1
Dmel_CG9485	Q960T9; Q1WWH5; Q7KVP4; Q86BS7; C7LAD6; A8WHE8; C7LAB1; E1JGQ5; Q9W2H8
Dmel_CG10814	Q7K4A8
Dmel_CG10947	Q95TY4; Q32KE9; A4V0X6
Dmel_CG12196	Q32KD2
Dmel_CG13363	A8WHL8; C7LA67; H1UUR4; Q9W5E0; M9NE25
Dmel_CG1716	E1JJN9; A9YH70; A9YH73; Q9VYD1; A9YH79; A9YH68
Dmel_CG2995	M9PGH7; Q95RU8; Q9V3K8
Dmel_CG3307	Q9VFK6
Dmel_CG3848	B1PF40; B1PF63; B1PF64; B1A1J5; B1PF60; B1PF62; B1A1J7; B1A1L2; B1A1L9; B1PF52; B1PF65; B1A1J9; B1A1K5; B1PF39; B1PF44; B1PF53; B1A1J8; B1A1K3; B1A1K4; B1A1M1; B1PF35; B1PF36; B1PF51; B1PF61; B1A1L5; B1A1L7; Q8IRW8; B1A1K6; B1PF37
Dmel_CG40351	Q5LJZ2
Dmel_CG42803	C9QP44; Q8INR6; Q6IKM3; Q7KSW9
Dmel_CG4335	Q4V6C2; Q9VDM7; Q4V6H4; Q4V6P2
Dmel_CG43664	E8NH32; I0DHL3; P45975
Dmel_CG43665	Q24208; Q53XD3
Dmel_CG4565	Q4V711; Q9VGW0
Dmel_CG4976	Q8MT36
Dmel_CG5321	Q4V6I6; Q9VY24; Q4V4S5
Dmel_CG6199	Q8MSV4; Q86NR6; A8WEM2; Q9VTH0
Dmel_CG7144	Q6NP53; Q9VLX0
Dmel_CG8651	P20659
Dmel_CG8887	Q9VW15
Dmel_CG32699	Q0KHU5
Dmel_CG33116	Q9VIU4; Q8T9G2
Dmel_CG6016	U3GRY8; C6SUW4; A1Z9D9; Q8T9C6; B8A406; A1Z9E0
Dmel_CG7149	Q8T0S3; X2J9T3
Dmel_CG8440	Q7KNS3
Dmel_CG8962	Q9VXP4
Dmel_CG9248	Q9VIF2
Dmel_CG10443	A8DZ18; P16621; M9PDF7; D5SHS4; M9NCY3; M9PG93; M9PD76; M9PDR3
Dmel_CG2104	Q4QPP4; Q9VNG7
Dmel_CG3289	Q24466; D2NUE3; Q9VQQ0
Dmel_CG3350	Q9VB47
Dmel_CG3394	Q9W185; Q8SXR7
Dmel_CG42612	Q9VNG9; Q8IPP5; A0A0B4KG76; E1JJ52; A0A0B4KGK7
Dmel_CG43946	Q8IRI6; M9PE46; M9PGN5; Q6NNA9; M9PDS9; X2JBV9; O77131; Q95TE8; A8JNH6; M9PDK7; Q0E8K0; Q9W0L2; Q9V409; A8JNH8; M9PBH5; X2JG36; M9PGP2; A8JNH9; M9PDL1; M9PDS4; A0A0S0WFC8; M9PBH4
Dmel_CG5871	Q9VDC9
Dmel_CG8509	Q9VXN8
Dmel_CG8522	Q9VW37
Dmel_CG9238	Q9VUF2; Q8SWT8; Q9VUF3
Dmel_CG9619	C3KGL1; Q9VVY3; Q8T0I8; M9PCY7
Dmel_CG10130	Q7JZN0
Dmel_CG11110	Q4QQ12
Dmel_CG11500	Q9VAL0
Dmel_CG14214	X2JCL6; Q9VWE9
Dmel_CG1751	Q9VYY2; B4F5U4
Dmel_CG2358	O97066
Dmel_CG2522	B5RIS4; Q9VZ29; Q95RJ8; Q9U5L1
Dmel_CG4147	P29844; A4V4C4; F3YDH0; Q9VYU2; Q86NM3; Q9VYU3
Dmel_CG4457	Q9VS53; P49963
Dmel_CG4659	Q9V3D9
Dmel_CG4758	X2J9A4; Q9VL50; C6SV41; Q9VL49
Dmel_CG5064	Q9VSS2
Dmel_CG5417	Q9VDL0
Dmel_CG5434	Q9VDK7
Dmel_CG5677	A0A0B4K7R1; Q9VCA9
Dmel_CG6404	Q9VTC5; Q9Y171
Dmel_CG8583	Q9VS57
Dmel_CG8860	Q9V668
Dmel_CG9240	D5A7R5; Q9VXR8
Dmel_CG9539	Q9VMD1; Q8STG9
Dmel_CG11596	E4NKI7; M9PGG7; Q9I7X6; O46078; Q7KW04; Q9W540
Dmel_CG3454	I0B8M2; Q05733; A0A0B4KEQ1; Q9V5I3
Dmel_CG10149	Q7KLV9; A1Z9U3; A0A0B4K7Z5
Dmel_CG10370	Q9V3V6
Dmel_CG10938	Q9V809; Q0E942; Q95083
Dmel_CG1100	Q9V3Z4
Dmel_CG11552	Q9VUJ4
Dmel_CG11981	Q9XYN7; A0APH4; C0MJU2
Dmel_CG12161	Q9VN83; Q8T915
Dmel_CG12323	Q7K148
Dmel_CG1341	Q7KMQ0
Dmel_CG1489	O18413; O45023
Dmel_CG1519	O17313; Q9V5C6; Q8MKU6
Dmel_CG1591	Q9V3P3
Dmel_CG16916	Q9V405
Dmel_CG17268	Q24178; S5ML38; Q6QH19; Q8T8U0; Q9VDJ1
Dmel_CG17301	Q9VQE4; Q8T8U1
Dmel_CG17302	Q8MRP4; M9PE80; Q9VQE5
Dmel_CG17331	Q9VJJ0
Dmel_CG1736	B3DN24; Q9VA12; Q8IS89
Dmel_CG18341	Q9W470
Dmel_CG18495	Q0E9G1; E1JGZ9; Q9V324; Q9XZJ4
Dmel_CG2241	Q9VA54
Dmel_CG31742	Q8INY4
Dmel_CG3329	Q9VUJ1
Dmel_CG3416	A0A0B4KGE6; P26270; Q9W178; A0A0B4KFH4
Dmel_CG3422	P22769; Q9VXI9
Dmel_CG3455	Q9W414
Dmel_CG4097	Q9VV84; P40304
Dmel_CG4157	Q9V436
Dmel_CG42641	B5RIX5; Q8T460; Q9VJ09; P25161; M9PG62
Dmel_CG4569	Q27575; Q9W162; A0A0B4LHK2; Q6QH11; Q8T3X2
Dmel_CG4904	I0DHK3; Q8SZ22; Q9VL23; P12881
Dmel_CG5266	Q9VG71; P40301
Dmel_CG5289	P48601; Q9VCG1; A0A0B4LIJ0
Dmel_CG5378	Q9V3G7
Dmel_CG5648	Q9VK14
Dmel_CG7257	Q9VTQ9
Dmel_CG7619	Q86R87; P55035; Q9V473; M9PIG8
Dmel_CG7762	Q9VW54; Q9XZ26
Dmel_CG8392	A0AQH0
Dmel_CG8979	A4UZD9; Q9V637; Q0E9B8; A0A0B4KEK7
Dmel_CG9324	Q9VIJ5
Dmel_CG9475	Q5U157; Q9VH79
Dmel_CG9868	Q9W1S5
Dmel_CG44243	Q9V7K4; Q8SX78
Dmel_CG5231	Q9VPF7; Q7JQW6
Dmel_CG9804	Q9VN27; A0A126GUP4
Dmel_CG1216	X2J8G3; Q0E8K5
Dmel_CG18374	Q9W0U0; Q8IRJ9
Dmel_CG1941	Q7JYK2
Dmel_CG1942	Q7K1C2
Dmel_CG1946	A1Z739
Dmel_CG1986	Q9W304
Dmel_CG31873	Q9VL10
Dmel_CG3209	Q960R0; Q9W1B5; A0A0B4LHH1; C0PV17; A0A0B4LGJ9
Dmel_CG3812	Q9VYJ4
Dmel_CG4729	Q961F9; D5AEK7; Q9VV51; Q9VV50
Dmel_CG4753	Q9VV49
Dmel_CG5508	Q8IMM7; Q8IMM8; Q9Y137
Dmel_CG5966	Q9W448; X2JDV7
Dmel_CG6753	Q9VG46
Dmel_CG6847	Q9VX01
Dmel_CG7329	Q9VKT2
Dmel_CG7995	Q9W095; Q9W094
Dmel_CG8093	Q4V6L4
Dmel_CG8298	A1Z8S0; Q7JY99
Dmel_CG8709	A0A0B4JD27; A0A0B4JCQ5; Q9V374; A8DY69; A0A0B4JD00; A0A0B4JCS1; A0A0B4JD31; E5DK16; Q8SXP0; I0E2I4
Dmel_CG12345	Q9TXC6; Q8MQR2; P07668; Q9VE41
Dmel_CG17907	P07140; Q9VFY0; A0A0B4KGI5; E1JIJ8
Dmel_CG18815	C0PDF4; Q9I7R0; M9PEW1
Dmel_CG2137	A1Z707
Dmel_CG2201	Q2PDP3; Q9V9R4; Q8IMF4; Q8IMF3
Dmel_CG2212	A8E6M7; Q8IRN7; Q9W3M0; Q9U969; E1JJF4; Q95RE9
Dmel_CG2818	Q9VQU3; Q8T074; Q8IQ03
