AT3G09820
AT4G02620
AT1G52830
AT4G09010
AT1G75450
AT5G65260
AT3G29100
AT1G74540
AT1G25350
AT4G26470
AT5G13980
AT5G06730
AT1G53780
AT2G14860
ArthCt114
AT4G04402
AT5G67380
AT5G41190
AT2G31350
AT4G09760
AT5G67260
AT5G10170
AT4G33360
AT1G72810
AT5G37850
AT1G16225
AT5G55855
AT2G02770
AT1G04620
AT5G41520
AT3G26830
AT1G73820
AT4G08390
AT1G27890
AT4G10960
AT2G47610
AT3G47520
AT3G21500
AT1G22440
AT4G30340
AT1G28180
AT3G26230
AT1G64440
AT5G08670
AT5G47840
ArthCp050
AT1G11870
AT1G10940
AT5G18650
AT1G24706
AT1G72520
AT5G54690
AT4G21110
AT3G62220
AT4G26650
AT3G28030
AT1G71160
AT1G78970
AT1G32210
AT1G61790
AT1G36730
AT4G26260
AT2G16650
AT5G47760
AT2G45970
AT5G46790
AT3G06000
AT5G41480
AT1G30040
AT2G27480
AT2G31570
AT3G53500
AT4G28680
AT1G74030
AT4G14560
AT3G10640
AT3G09640
AT2G17720
AT3G04790
AT2G41220
AT1G64970
AT1G32780
AT2G47000
AT1G80680
AT1G43710
AT4G02390
ArthCp012
AT5G25880
AT4G18100
AT4G18710
AT5G34780
AT5G45340
AT1G08130
AT5G50550
AT2G29390
AT3G25140
AT5G25350
AT1G80560
AT3G03410
AT3G07750
AT4G14800
AT1G43170
AT2G43570
AT3G57000
AT2G23170
AT4G33580
AT3G50100
AT1G61470
AT1G49570
AT2G44660
AT3G02470
AT4G36070
AT4G30570
AT1G52280
AT4G30220
AT1G60430
AT3G24590
AT4G19810
AT2G46470
AT1G52560
AT5G50375
ArthCp025
AT2G06510
AT3G26170
AT3G54210
AT5G63120
AT1G71697
AT2G34890
AT5G04885
AT4G37520
AT4G34900
AT5G06060
AT5G22300
AT1G14520
ArthCp088
AT5G46280
AT5G09590
AT4G14550
AT3G51260
AT5G23670
AT3G51190
AT5G41370
AT1G06670
AT2G21200
AT1G27470
AT1G76170
AT4G34200
AT3G02870
AT5G62670
AT1G63180
AT3G14150
AT1G28350
AT3G17700
AT3G63010
AT4G23100
AT4G00110
AT1G75780
AT5G16715
AT3G18680
AT2G36900
AT4G00360
AT5G61160
AT5G57690
AT5G13350
AT3G19620
ArthCt116
AT3G12500
AT2G47730
AT4G39660
AT5G27140
AT2G36660
AT1G73010
AT5G14580
AT2G41680
AT3G06350
AT3G54420
AT2G43810
AT5G04870
AT4G02580
AT2G25840
AT2G25420
AT4G04720
AT4G14342
AT5G60640
AT5G23880
AT3G25860
AT5G14470
AT3G61220
AT3G49080
AT1G04710
AT1G64280
AT5G10360
AT1G51720
ArthMt007
AT2G46720
AT3G01340
AT5G67510
AT2G25930
AT1G12780
AT3G25110
AT3G62560
AT1G78090
AT2G24580
AT4G37550
AT2G04660
AT5G66190
AT4G34510
AT2G34520
AT1G31220
AT3G55010
AT4G14930
AT1G52570
AT1G74970
AT5G04530
AT2G26670
AT4G13250
AT3G01610
AT3G13580
AT5G39930
AT4G38220
AT1G55870
AT1G19750
AT4G04880
AT5G55190
AT2G38470
AT2G17130
AT5G14640
AT1G23310
AT3G23240
AT2G30790
AT1G64350
AT1G67990
AT3G51920
AT4G22330
AT1G79470
AT2G16370
AT1G17770
AT4G22100
AT5G09500
AT1G04400
AT5G66570
AT2G21800
AT1G44318
AT1G20000
AT1G79550
AT4G35820
AT2G36680
AT4G29430
AT5G13420
AT1G50490
AT4G25280
AT4G01850
ArthMp020
AT4G14940
AT5G24410
AT1G28060
AT1G04635
AT2G45790
AT3G62870
ArthMt006
AT3G51850
AT5G39580
AT1G77180
AT5G60460
AT5G04170
AT1G71750
AT5G43850
AT2G43640
AT4G25000
AT5G41150
AT4G32150
AT1G51950
AT2G18150
AT2G36270
AT1G54590
AT2G03190
AT1G53240
AT3G12260
AT2G37500
ArthCp074
AT4G33680
AT1G74950
AT1G75080
AT1G11880
AT1G64750
AT1G02500
AT5G20940
AT1G53530
AT5G22800
AT5G56010
AT2G01490
AT2G31955
AT3G59850
AT3G13560
AT5G66530
AT3G13330
AT1G49340
AT5G17020
AT2G30250
AT2G29330
AT4G37410
AT4G29810
AT5G16510
AT2G18640
AT5G06140
AT5G24470
AT5G25370
AT5G50950
AT3G21830
AT5G43600
AT5G04850
AT2G14580
AT2G45210
AT1G50920
AT4G21980
AT5G39440
AT5G22100
AT5G64120
AT1G68530
AT5G15470
AT1G47830
AT4G22910
AT5G49180
AT5G62480
AT4G11850
AT1G17550
AT1G09420
AT2G18260
AT4G11330
AT5G19720
AT1G43140
AT1G09630
AT4G33510
AT5G26000
AT5G07060
AT4G30820
AT5G02780
AT1G78320
AT4G05530
AT4G14160
AT1G70700
AT5G19780
AT2G36390
AT5G52920
AT3G54440
AT5G09300
AT1G47578
AT3G26190
AT5G02870
AT1G15110
AT2G27150
AT2G29380
AT1G73740
AT2G42740
AT5G02270
AT3G44785
AT5G65270
AT1G78380
AT3G07810
AT5G43380
AT3G19820
AT4G21870
AT5G05260
AT3G11940
AT3G24090
AT1G25054
AT1G64400
AT3G23940
AT1G61700
AT5G63920
AT4G16155
AT4G20310
AT1G48520
AT4G08990
AT3G57520
AT5G06160
AT5G08290
AT5G20730
AT1G16230
AT5G39320
AT4G12570
AT3G54920
AT3G04940
AT2G28760
AT1G76730
AT4G26010
AT1G77140
AT3G56380
AT2G41410
AT5G23300
AT3G01500
AT4G39680
AT4G34790
AT5G13920
AT4G38200
AT2G28630
AT3G07930
ArthCt127
AT4G15000
AT3G04120
AT2G38830
AT3G52580
AT4G20890
AT4G34050
AT1G63770
AT3G23630
AT3G02580
AT1G48830
AT1G27820
AT4G23850
AT1G74100
AT5G13690
AT2G46230
AT3G09900
AT1G74590
AT1G03600
AT4G05180
AT4G23920
AT2G19450
AT3G16780
AT3G53060
AT1G35670
AT4G33790
AT1G18540
AT2G40670
AT1G20090
AT1G17745
AT5G48840
AT2G23080
AT3G26290
AT5G14320
AT1G48860
AT4G16200
AT1G67730
AT3G60820
AT5G66280
AT4G32770
AT3G08943
AT4G35740
AT3G55360
AT3G22110
AT1G08910
AT4G38920
AT1G70600
AT1G05160
AT3G06680
AT3G57550
AT5G03690
AT1G31500
AT5G54600
AT4G38600
AT3G10230
AT1G53830
AT5G59290
AT5G53770
AT2G43600
AT1G74010
AT5G58330
AT2G21940
AT1G19850
AT5G27080
AT5G47350
AT2G33385
AT5G05670
AT1G80660
AT5G37300
AT1G14640
AT4G27830
AT5G40280
AT3G60690
AT1G50480
AT5G55130
AT1G69640
AT3G61420
AT2G19940
AT1G06720
AT1G19920
AT5G48230
AT5G28210
AT5G58780
AT2G25210
AT1G06310
AT2G02970
AT1G67550
AT4G24650
AT3G26280
AT4G04940
AT1G15920
AT3G16360
ArthCt097
AT5G04120
AT5G58560
AT5G38830
AT5G02500
AT1G16340
ArthCp081
AT1G66650
AT3G05040
AT2G01110
AT5G16230
AT5G11670
AT4G02120
AT1G17710
AT5G27450
AT1G02530
AT1G60860
AT2G42770
AT2G42790
AT3G27060
AT1G21980
AT3G02660
AT5G14850
AT1G57860
AT1G14920
AT1G25420
AT4G05520
AT2G20610
AT2G29420
AT4G28660
AT3G55030
AT3G53610
AT5G51820
AT4G33420
AT3G20430
ArthCp049
AT4G00660
AT1G32440
AT1G78500
AT4G39280
AT4G26090
AT1G52340
AT1G68210
AT3G18850
AT5G17250
AT4G36130
AT3G01910
AT3G25070
AT3G10850
AT5G51830
AT4G26970
AT5G09280
AT5G37475
AT2G34630
AT2G27020
AT5G05470
AT3G02360
AT5G23540
AT5G20830
AT2G44990
AT4G28410
AT1G33850
AT4G34240
AT5G25800
AT5G17200
AT1G74920
AT1G70670
AT1G59940
AT1G17190
AT1G55570
AT1G78680
AT1G06520
AT4G31140
AT3G11120
AT4G17730
AT1G75510
AT1G02730
ArthCt126
AT3G25520
AT3G27600
AT1G75990
AT5G13300
AT3G52630
AT4G21710
AT5G13220
AT2G13540
AT1G75940
AT3G63410
AT1G74320
AT4G21200
AT1G07930
AT5G15140
AT5G10800
AT5G04310
AT4G22753
AT4G21100
AT3G26200
AT5G63880
AT1G67560
AT1G13980
AT5G51700
AT1G22070
AT4G28750
AT1G06220
AT1G23730
AT1G74550
AT5G38890
AT1G10600
AT2G39970
ArthCr088
ArthCp084
AT2G15430
AT5G08415
AT1G24100
AT5G18280
AT4G28320
AT4G04885
AT2G18720
AT2G45280
AT3G08590
AT1G06820
AT1G80740
AT5G56350
AT1G49250
AT1G03140
AT4G37930
AT5G49160
AT2G29290
AT4G15340
AT5G21274
AT4G01320
ArthMt013
AT3G62980
AT1G44820
AT1G69670
AT2G17190
AT2G46340
AT3G20230
AT5G09920
AT4G35230
ArthMp035
AT2G41490
AT4G22340
AT5G52270
AT5G64270
AT3G09560
AT3G03710
AT1G36370
AT5G35590
AT2G32920
AT1G32710
AT1G60810
AT1G10470
AT1G01050
AT5G23580
AT5G36160
AT5G46540
AT2G31300
AT4G01250
AT3G50670
AT1G47250
AT5G12190
ArthCp015
AT2G46830
AT4G18480
AT4G17090
AT4G39210
AT5G64050
AT1G68460
AT3G57560
AT2G39840
AT1G54220
AT1G13090
AT4G14147
AT4G19006
AT3G21840
AT1G31230
AT3G48730
AT4G01950
AT5G50850
AT1G31860
AT4G35950
AT4G16680
AT3G57220
AT2G18960
AT1G61580
AT2G35890
AT2G31810
AT5G16390
AT5G49030
AT2G24270
ArthCr087
AT3G60330
AT5G47780
AT1G78630
AT5G17290
AT3G10660
AT1G25490
AT3G08940
AT3G27850
AT1G48605
AT3G01830
AT5G21170
AT5G19200
AT5G48375
AT1G16780
AT5G42750
AT5G53480
AT1G01560
AT5G58860
AT3G02950
AT2G27820
AT5G46750
AT4G12800
AT2G39090
AT1G70560
AT3G48780
AT3G06060
AT3G25585
AT3G14130
AT2G43760
AT5G25080
AT5G23710
AT3G10330
AT5G04900
AT4G26270
AT3G50740
AT4G27090
AT4G39650
AT3G51840
AT2G42500
AT1G59660
AT3G17465
AT1G15690
AT2G43960
AT4G13940
AT2G41480
AT2G02050
AT2G41630
AT1G56150
AT1G09590
AT1G09180
AT1G19480
AT1G30870
AT1G14290
AT1G73177
AT1G01710
AT2G43090
AT5G03160
AT3G07490
AT3G53120
AT4G19170
AT4G28420
AT1G44900
AT2G29210
ArthCp068
AT1G73630
AT1G72680
AT3G28910
AT4G18050
AT1G19830
AT1G24793
AT5G63960
AT1G75950
AT5G52520
AT4G32320
AT1G36240
AT1G65960
AT1G07880
AT2G01130
AT1G48160
AT5G03406
AT1G14540
AT4G33720
AT1G72990
AT1G19670
AT3G61960
AT1G78660
AT5G66390
ArthCt104
AT5G61030
AT1G77440
AT3G21650
AT4G31920
AT1G18830
AT1G55750
AT3G55810
AT5G26667
AT3G12710
AT1G59790
AT5G16290
AT2G45070
AT4G35530
AT1G14230
AT5G17220
AT1G51310
AT5G19360
AT3G03600
AT5G16130
AT3G03670
AT1G02410
AT5G65800
AT2G40840
AT4G13180
AT1G02000
AT3G16050
AT5G20850
ArthCp061
AT2G24590
AT5G40950
AT1G63500
ArthCt100
AT3G25800
AT5G18660
AT2G23030
AT1G71695
AT5G15220
AT3G62150
AT2G21630
AT4G32540
AT4G00550
AT1G74260
AT2G46030
AT2G45220
AT4G12860
AT5G60670
ArthCp010
AT1G26370
AT2G20260
AT5G40040
AT4G01010
AT2G44620
AT5G58760
AT4G21940
AT3G58750
AT5G43330
AT5G42810
AT5G55070
ArthCp047
AT5G42150
AT4G36220
AT2G39390
AT3G27430
AT1G76820
AT5G05980
AT1G03280
AT1G13700
AT2G38960
AT5G59980
AT4G00710
AT1G03000
AT4G17190
AT3G52840
AT4G37370
AT4G30170
AT3G62040
ArthMp103
AT2G34590
AT1G34140
AT1G67740
AT2G01250
AT5G47030
AT5G13570
AT5G25980
AT1G59750
AT3G59050
AT1G72450
AT5G38460
AT3G04680
AT5G20900
AT2G31500
AT5G49810
AT3G57080
AT3G20540
AT5G64670
AT5G60100
AT2G43350
AT5G04660
AT5G62430
AT3G22890
AT1G64200
AT5G24090
AT4G29840
AT1G49530
AT5G27840
AT1G66410
AT3G46460
AT2G19190
AT3G23325
AT2G05830
AT4G31760
AT1G74470
AT4G22570
AT4G38510
AT2G23780
AT4G04470
ArthCp001
AT3G50820
AT5G41880
AT1G31800
AT4G18590
AT1G66350
AT3G61710
AT2G33440
AT2G27340
AT3G55930
AT2G36180
AT5G04140
AT3G20160
AT1G56450
AT2G24210
AT1G66660
AT3G44830
AT5G35170
ArthMp008
AT2G16595
AT5G20410
AT2G13560
AT1G29940
AT1G62040
AT3G24570
AT4G24040
AT4G34000
AT4G14300
AT1G22210
AT2G41700
AT1G72340
AT2G43190
AT5G19180
AT5G25120
AT4G26220
AT2G22990
AT3G26310
AT3G16950
AT1G32060
AT4G18350
AT5G40480
AT2G39260
AT4G32850
AT1G07400
AT2G43420
AT1G49140
AT1G55090
AT4G24210
AT4G39010
AT1G62820
AT2G40100
AT4G16760
AT5G57590
AT2G05120
AT4G35800
AT2G47300
AT3G10340
AT1G80050
ArthCp016
AT3G62310
AT5G61970
AT3G60020
AT5G49500
AT1G17160
AT1G62800
AT2G37250
AT1G59760
AT4G24920
AT5G40390
AT3G04240
AT1G80600
AT5G20980
AT3G01620
AT2G33370
AT5G26980
AT4G13430
AT5G14900
AT5G15650
AT1G03360
AT3G47950
AT2G21220
AT1G08490
AT4G11980
AT5G09380
AT3G62120
AT1G73000
AT1G27160
AT1G03445
AT4G29080
AT3G14790
AT2G27510
AT5G63590
AT3G23390
ArthCp078
AT1G70580
AT3G57650
AT5G62540
AT1G47840
AT2G24490
AT5G16570
AT5G48010
AT4G40010
AT5G67400
AT1G79050
AT5G27770
AT3G15610
AT1G22940
AT3G60010
AT4G31580
AT1G21550
AT5G44460
AT1G55180
AT1G59900
AT4G08960
AT3G16380
AT5G58980
AT5G42990
AT4G30360
AT4G08040
ArthCp022
AT2G23610
AT5G16630
AT1G16470
AT4G16520
AT3G52930
AT3G46910
AT4G26390
AT5G10330
AT2G27710
AT3G06560
AT4G35520
AT5G13320
AT4G33670
AT4G39940
AT2G37190
AT3G07270
AT5G07210
AT1G70290
AT1G20575
AT4G26210
AT5G06580
AT3G49120
AT1G52870
AT3G23920
AT5G04800
AT5G39740
AT4G14960
AT4G21990
AT3G22630
AT2G35020
AT5G03280
AT1G07430
AT3G09810
AT2G38650
AT3G17600
AT3G20410
ArthMp015
AT2G29690
AT4G21690
AT1G09620
AT4G34340
AT1G01740
AT1G51650
AT3G58610
AT1G79850
AT4G04695
AT1G09870
AT4G17483
AT3G22425
AT4G28630
AT2G46430
AT1G20630
AT3G46230
AT2G30200
AT4G28470
AT3G43440
AT1G60620
ArthCp008
AT1G58180
AT5G18410
AT1G62810
AT3G45770
AT5G42570
AT5G12980
ArthCp021
ArthCt094
AT1G27980
AT1G50060
AT5G03520
ArthCp037
AT4G38860
AT1G59500
AT5G47910
AT5G65210
AT3G04920
AT5G48220
AT1G16240
AT5G16760
AT1G74040
AT1G52260
AT1G20950
AT1G44170
AT1G66620
AT5G10480
AT2G38680
AT1G78360
AT3G25810
AT1G17420
AT3G01270
AT5G58670
AT4G21000
AT5G58090
AT3G50990
AT5G27720
AT5G06839
AT5G42250
AT3G53580
AT4G35630
AT1G49720
AT1G60450
AT3G25960
AT2G21050
AT1G09350
AT3G02630
AT1G12990
AT2G21610
AT1G80340
AT2G40290
AT3G18860
AT5G04210
AT4G02460
ArthMt001
AT3G58790
ArthCp044
AT3G21630
AT2G39460
AT1G21640
AT1G16190
AT2G28850
AT1G50460
AT4G35730
AT5G13700
AT1G67110
AT3G12780
AT3G55940
AT5G56330
AT3G23790
ArthCp057
AT4G14640
AT3G08530
AT1G09770
AT4G29220
AT5G62920
AT3G02080
AT2G01650
AT1G16400
AT4G22080
AT3G45950
AT3G27240
AT1G08100
AT2G35520
AT5G48700
AT3G11410
AT1G29910
AT4G37660
AT3G27690
ArthCt110
AT1G48650
AT3G02270
AT5G37370
AT1G52600
AT2G25080
AT5G48660
AT5G25900
AT4G31720
AT4G12290
AT1G17560
AT2G04880
AT5G50210
AT2G41840
AT5G17990
AT5G57850
AT5G21120
AT4G01310
ArthCp020
AT3G28710
AT5G65140
AT4G32520
AT2G29480
AT2G19900
AT5G44520
AT3G14550
AT4G11290
AT1G58983
AT1G16300
AT5G66880
AT4G26900
AT2G47180
AT1G30380
AT5G40610
AT4G14320
AT1G19150
AT1G03810
AT5G60780
AT5G25560
AT1G11890
AT3G62830
AT4G37010
AT3G02020
AT4G29210
AT4G21960
AT1G08360
AT2G39800
AT4G23600
AT5G47930
AT3G11500
AT2G18010
AT2G28100
AT1G78670
AT2G03170
AT2G01720
AT2G36170
AT1G50390
AT3G49000
AT2G22190
AT5G26830
AT5G46570
AT2G30050
AT5G07340
AT3G13790
AT1G17730
AT5G48930
AT3G53020
AT1G55490
AT1G19350
AT5G02450
ArthCp042
AT1G25220
AT2G05220
AT5G03370
AT1G52500
AT3G19420
AT1G2240
AT1G49190
AT1G52950
AT3G61470
AT1G26570
AT1G14810
AT4G34740
AT4G26530
AT4G25080
AT5G14950
AT5G59950
AT1G08830
AT1G04310
AT3G24503
AT3G08690
AT3G10720
AT1G18490
AT3G55040
AT1G56330
AT3G10890
AT4G30910
AT5G57450
AT3G21850
AT3G56700
AT4G17640
AT1G11580
AT3G32980
AT5G14800
AT5G35630
AT4G05420
AT1G10300
AT5G55720
AT3G15720
AT1G02780
AT3G55460
AT2G41340
AT5G02080
AT5G59440
AT4G14890
AT3G19760
AT1G60490
AT2G22140
AT1G20010
AT2G46110
AT5G18080
AT1G29900
AT4G19820
AT4G15950
AT5G26030
AT1G06550
AT1G10830
AT5G63600
AT4G15900
AT3G54960
AT4G12610
AT1G21650
AT4G10340
AT5G28740
AT4G35310
AT5G18030
AT3G10700
AT1G52760
AT3G22960
AT2G01630
ArthMp058
AT1G65930
AT2G04350
AT5G10000
AT3G60880
AT5G22630
AT1G01600
AT3G23820
AT1G30530
AT4G30600
AT2G41070
AT4G29330
AT1G13100
AT1G18870
AT4G09530
AT2G05710
AT5G44320
AT1G31190
AT3G07590
AT1G67320
AT5G45620
AT3G13970
AT3G03840
AT4G36050
AT1G25410
AT5G53120
AT3G20330
AT3G60500
AT1G44970
AT1G10430
AT5G15570
AT1G50430
AT5G25180
AT5G47320
AT5G63400
AT3G52270
AT5G03730
AT2G35120
AT3G03980
AT3G01820
AT5G50750
AT1G61520
AT1G16460
AT1G30620
AT2G28210
AT5G14200
AT5G27430
AT5G19660
AT4G11280
AT1G79010
AT1G15700
AT5G06950
AT3G05760
AT5G60620
AT3G29320
AT5G42180
AT1G50200
AT2G43030
AT5G58080
AT5G37890
AT4G19710
AT1G69820
AT3G10540
AT3G17000
AT1G35550
AT1G34510
AT1G15950
AT5G45870
AT1G25145
AT5G53580
AT3G05210
AT5G44680
AT1G19840
AT4G04350
AT5G18790
AT4G02570
AT2G01350
AT1G48910
AT2G21440
AT3G28480
AT1G66580
AT1G13190
AT1G20920
AT3G29160
AT4G26840
AT5G51470
AT3G08560
AT2G35210
AT1G64740
AT5G51810
AT5G19485
AT5G09730
ArthCr086
AT2G41110
AT2G37690
AT4G13610
AT5G26120
AT2G16510
AT1G07320
AT2G39940
AT3G25820
AT5G57970
AT5G43860
AT1G55920
AT5G63890
AT1G23160
AT3G58740
AT1G12310
AT5G07920
AT2G25490
AT5G18380
AT3G32920
AT1G61290
AT3G54130
AT4G34470
AT5G37350
AT2G19800
AT1G55880
AT2G36480
AT1G04250
AT1G77920
AT3G11710
AT2G24090
AT2G22830
AT3G57660
AT5G42910
AT3G50520
AT4G26300
AT3G52200
AT3G14530
AT5G14570
AT1G52370
AT1G78370
AT3G55800
AT3G24170
AT5G66140
AT1G75090
AT5G41040
AT3G46970
AT5G49460
AT4G25090
AT2G18510
AT1G62380
AT1G23360
AT5G08250
AT2G01090
AT2G25180
ArthMt002
AT1G15310
AT4G34640
AT3G03110
AT3G21540
AT1G08370
AT3G16980
AT5G35750
AT4G04710
AT1G18590
AT4G02195
AT5G15410
AT1G58290
AT1G07780
AT1G77100
AT4G31180
AT5G11720
AT2G40330
AT5G05760
AT3G02190
AT4G27040
AT5G08180
AT4G21810
AT2G32060
AT3G04870
AT5G35910
AT1G07170
AT3G03450
AT1G54250
AT1G14650
AT3G52090
AT5G57050
AT3G13300
AT5G24140
AT5G18100
AT5G18580
AT4G14910
AT3G25530
AT3G61113
AT2G39040
AT1G12240
AT1G75350
AT1G70190
AT3G21220
AT5G61980
AT5G09260
AT5G36890
AT1G74020
AT1G75020
