eco00450;trxB
eco00450;ynfE
eco00450;ynfF
eco00450;malY
eco00450;sufS
eco00450;selD
eco00450;metG
eco00450;cysN
eco00450;cysD
eco00450;ygfK
eco00450;ygfM
eco00450;xdhD
eco00450;metC
eco00450;selA
eco00450;metE
eco00450;metB
eco00450;metH
eco00660;leuD
eco00660;leuC
eco00660;leuB
eco00660;ilvI
eco00660;ilvH
eco00660;sucC
eco00660;sucD
eco00660;ilvN
eco00660;ilvB
eco00660;ilvM
eco00430;tauD
eco00430;gadB
eco00430;ackA
eco00430;pta
eco00430;ggt
eco00430;gadA
eco00290;leuD
eco00290;leuC
eco00290;leuB
eco00290;leuA
eco00290;ilvI
eco00290;ilvH
eco00290;alaA
eco00290;tdcB
eco00290;avtA
eco00290;ilvN
eco00290;ilvB
eco00290;ilvM
eco00290;ilvE
eco00290;ilvD
eco00290;ilvA
eco00290;ilvC
eco00473;ddlB
eco00473;ddlA
eco00473;dadX
eco00473;alr
eco00633;nfsB
eco00633;nfsA
eco00633;hyaA
eco00633;hyaB
eco00633;nemA
eco00633;hybC
eco00633;hybO
eco00071;fadE
eco00071;frmA
eco00071;adhE
eco00071;paaF
eco00071;adhP
eco00071;fadD
eco00071;atoB
eco00071;fadJ
eco00071;fadI
eco00071;hcaD
eco00071;aas
eco00071;yqeF
eco00071;yiaY
eco00071;fadA
eco00071;fadB
eco01502;murF
eco01502;mraY
eco01502;murG
eco01502;ddlB
eco01502;ddlA
eco01502;dadX
eco01502;ddpX
eco01502;alr
eco00561;glxK
eco00561;plsX
eco00561;dhaL
eco00561;dhaK
eco00561;plsC
eco00561;plsY
eco00561;garK
eco00561;glpK
eco00561;gldA
eco00561;b4041, plsB
eco00561;dgkA, b4042
eco00561;melA
eco00052;lacZ
eco00052;malZ
eco00052;pgm
eco00052;galM
eco00052;galK
eco00052;galT
eco00052;galE
eco00052;galU
eco00052;pfkB
eco00052;glf
eco00052;wcaN
eco00052;gatD
eco00052;gatB
eco00052;gatA
eco00052;gatZ
eco00052;gatY
eco00052;glk
eco00052;ebgA
eco00052;ebgC
eco00052;kbaZ
eco00052;agaV
eco00052;kbaY
eco00052;agaB
eco00052;agaC
eco00052;agaD
eco00052;agaI
eco00052;dgoK
eco00052;yihQ
eco00052;yihR
eco00052;pfkA
eco00052;melA
eco00052;sgcA
eco00052;sgcC
eco00052;dgoA
eco00052;dgoD
eco00052;sgcB
eco00740;ribF, b0025
eco00740;ribD
eco00740;ribE
eco00740;ssuE
eco00740;ribA
eco00740;ribC
eco00740;ribB
eco00740;fre
eco00362;mhpD
eco00362;mhpF
eco00362;mhpE
eco00362;paaF
eco00362;paaH
eco00362;pptA
eco00362;atoB
eco00362;fadJ
eco00362;fadI
eco00362;yqeF
eco00362;fadA
eco00362;fadB
eco00750;thrC
eco00750;pdxA
eco00750;serC
eco00750;pdxY
eco00750;pdxH
eco00750;pdxB
eco00750;pdxK
eco00750;pdxJ
eco00750;epd
eco00500;yagH
eco00500;mak
eco00500;malZ
eco00500;pgm
eco00500;ybhC
eco00500;treA
eco00500;galU
eco00500;ycjM
eco00500;ycjU
eco00500;uidA
eco00500;malX
eco00500;otsA
eco00500;otsB
eco00500;amyA
eco00500;ugd
eco00500;wcaN
eco00500;bglX
eco00500;glk
eco00500;crr
eco00500;malQ
eco00500;malP
eco00500;glgP
eco00500;glgA
eco00500;glgC
eco00500;glgX
eco00500;glgB
eco00500;treF
eco00500;bcsZ
eco00500;bcsA
eco00500;malS
eco00500;yihQ
eco00500;pgi
eco00500;treC
eco00500;treB
eco00910;can
eco00910;yahI
eco00910;cynT
eco00910;cynS
eco00910;ybcF
eco00910;hcp
eco00910;narK
eco00910;narG
eco00910;narH
eco00910;narJ
eco00910;narI
eco00910;narV
eco00910;narW
eco00910;narY
eco00910;narZ
eco00910;narU
eco00910;gdhA
eco00910;napB
eco00910;napA
eco00910;yqeA
eco00910;gltB
eco00910;gltD
eco00910;nirB
eco00910;nirD
eco00910;glnA
eco00910;nrfA
eco00051;mak
eco00051;manA
eco00051;pfkB
eco00051;manX
eco00051;manY
eco00051;manZ
eco00051;yedP
eco00051;cpsG
eco00051;cpsB
eco00051;wcaG
eco00051;gmd
eco00051;fbaB
eco00051;fruA
eco00051;fruK
eco00051;fruB
eco00051;rhmA
eco00051;rhmD
eco00051;srlA
eco00051;srlE
eco00051;srlB
eco00051;srlD
