NCU05275
NCU03406
NCU07722
NCU02004
NCU07308
NCU04442
NCU16217
NCU01601
NCU01345
NCU03396
NCU06005
NCU03339
NCU03463
NCU01696
NCU07866
NCU11382
NCU01625
NCU06998
NCU02084
NCU05245
NCU03359
NCU07887
NCU08291
NCU04800
NCU04127
NCU11368
NCU00293
NCU08395
NCU08893
NCU01632
NCU01116
NCU06626
NCU09317
NCU01213
NCU06542
NCU02502
NCU07458
NCU07585
NCU03608
NCU03914
NCU09111
NCU07455
NCU09347
NCU07446
NCU01985
NCU07672
NCU04401
NCU02179
NCU01680
NCU09510
NCU00348
NCU06471
NCU07885
NCU01227
NCU10397
NCU16213
NCU02473
NCU02803
NCU04466
NCU08162
NCU01269
NCU01550
NCU07548
NCU05901
NCU00457
NCU11251
NCU03556
NCU03631
NCU10067
NCU06482
NCU03010
NCU03814
NCU03890
NCU03020
NCU04938
NCU00130
NCU06038
NCU09705
NCU08269
NCU05195
NCU07982
NCU09843
NCU05941
NCU06722
NCU03068
NCU02650
NCU01332
NCU00163
NCU03028
NCU06370
NCU06593
NCU09058
NCU07926
NCU07659
NCU04474
NCU06067
NCU04541
NCU06189
NCU07773
NCU06193
NCU06022
NCU09497
NCU06242
NCU00968
NCU10106
NCU07688
NCU04015
NCU01290
NCU01648
NCU01282
NCU01301
NCU01321
NCU05194
NCU07472
NCU08535
NCU06948
NCU00414
NCU05642
NCU10110
NCU06404
NCU08471
NCU03325
NCU05270
NCU02969
NCU00944
NCU00455
NCU03261
NCU01866
NCU08329
NCU03766
NCU04754
NCU06622
NCU04289
NCU02380
NCU09901
NCU00269
NCU10762
NCU07941
NCU06654
NCU05118
NCU01452
NCU00649
NCU06892
NCU02256
NCU00920
NCU02397
NCU06708
NCU00498
NCU01589
NCU09643
NCU07413
NCU07919
NCU02572
NCU05942
NCU00361
NCU00979
NCU03605
NCU06332
NCU03018
NCU09269
NCU09463
NCU03957
NCU06869
NCU06701
NCU03528
NCU02127
NCU01377
NCU00146
NCU07679
NCU04336
NCU05989
NCU06226
NCU00810
NCU05537
NCU03095
NCU01702
NCU16216
NCU07807
NCU00892
NCU03207
NCU01981
NCU03922
NCU07414
NCU03039
NCU02070
NCU03112
NCU08501
NCU07559
NCU07299
NCU10049
NCU01181
NCU07112
NCU02728
NCU07365
NCU09885
NCU09090
NCU04883
NCU07944
NCU09744
NCU10053
NCU00302
NCU01188
NCU05238
NCU08762
NCU07071
NCU02075
NCU05485
NCU00205
NCU01013
NCU08627
NCU03986
NCU09473
NCU02583
NCU01320
NCU08353
NCU07001
NCU02742
NCU01266
NCU16219
NCU09652
NCU03154
NCU03124
NCU07929
NCU03539
NCU03464
NCU05876
NCU09476
NCU06232
NCU05985
NCU16207
NCU01167
NCU04343
NCU07438
NCU03988
NCU03799
NCU05620
NCU00655
NCU07655
NCU02126
NCU01553
NCU08766
NCU02566
NCU04375
NCU07658
NCU16202
NCU04068
NCU03575
NCU04646
NCU02922
NCU03217
NCU08389
NCU04318
NCU08731
NCU05009
NCU02010
NCU08421
NCU06089
NCU06047
NCU09892
NCU05599
NCU04177
NCU09216
NCU00959
NCU06803
NCU07732
NCU00651
NCU00369
NCU06228
NCU08877
NCU03237
NCU02493
NCU09757
NCU08827
NCU01221
NCU03901
NCU03979
NCU09109
NCU03268
NCU08352
NCU09119
NCU09731
NCU02785
NCU05363
NCU02361
NCU01360
NCU09089
NCU16211
NCU06123
NCU02090
NCU00720
NCU01234
NCU08411
NCU04428
NCU04323
NCU06550
NCU03393
NCU03372
NCU03738
NCU07516
NCU08118
NCU09539
NCU06630
NCU08729
NCU02930
NCU07870
NCU00915
NCU06961
NCU09063
NCU09982
NCU10061
NCU03138
NCU06764
NCU09602
NCU04596
NCU00667
NCU00813
NCU16223
NCU01157
NCU00419
NCU03381
NCU02305
NCU01906
NCU03623
NCU02103
NCU03055
NCU09077
NCU09290
NCU04303
NCU07476
NCU07576
NCU09132
NCU00055
NCU08228
NCU00188
NCU07156
NCU01322
NCU03517
NCU11012
NCU02260
NCU08960
NCU03759
NCU09656
NCU01791
NCU09864
NCU03007
NCU06924
NCU09975
NCU03782
NCU02208
NCU04136
NCU08412
NCU07378
NCU08897
NCU07755
NCU06314
NCU06518
NCU03100
NCU04010
NCU00634
NCU09002
NCU04077
NCU09810
NCU07173
NCU07831
NCU06595
NCU01771
NCU00357
NCU11363
NCU00196
NCU05008
NCU04027
NCU09715
NCU00447
NCU04185
NCU00018
NCU03718
NCU02558
NCU10622
NCU07757
NCU09873
NCU03749
NCU03806
NCU03335
NCU09142
NCU01963
NCU06943
NCU05457
NCU00519
NCU07954
NCU08379
NCU09004
NCU01417
NCU02343
NCU09600
NCU08280
NCU05548
NCU00668
NCU11357
NCU02797
NCU00895
NCU04348
NCU02615
NCU11320
NCU07471
NCU07904
NCU00299
NCU06878
NCU06638
NCU07843
NCU04182
NCU11248
NCU08942
NCU04840
NCU07386
NCU03909
NCU04642
NCU09718
NCU08054
NCU02428
NCU06057
NCU00261
NCU04633
NCU07608
NCU02110
NCU00924
NCU00426
NCU11353
NCU06605
NCU05781
NCU04534
NCU05410
NCU06217
NCU03047
NCU01119
NCU07182
NCU02430
NCU03050
NCU09594
NCU03071
NCU00913
NCU01546
NCU04772
NCU02578
NCU03218
NCU04674
NCU07340
NCU06767
NCU00242
NCU03560
NCU05251
NCU00564
NCU06063
NCU04779
NCU06182
NCU06360
NCU10852
NCU01918
NCU01596
NCU02814
NCU00207
NCU03611
NCU11300
NCU05387
NCU16212
NCU01086
NCU00780
NCU06215
NCU09572
NCU07404
NCU04339
NCU03282
NCU00669
NCU11424
NCU06315
NCU07165
NCU05278
NCU07868
NCU04007
NCU02514
NCU03635
NCU05185
NCU04936
NCU04242
NCU10220
NCU08551
NCU06549
NCU04313
NCU06544
NCU03777
NCU08676
NCU01654
NCU06512
NCU04770
NCU08023
NCU10292
NCU08685
NCU01820
NCU03066
NCU05544
NCU05689
NCU04887
NCU09485
NCU08009
NCU03038
NCU06211
NCU00037
NCU04019
NCU08277
NCU01439
NCU03742
NCU06666
NCU03651
NCU07865
NCU06149
NCU01821
NCU01328
NCU01611
NCU02702
NCU03617
NCU04790
NCU16205
NCU06856
NCU03558
NCU03813
NCU04554
NCU02209
NCU04203
NCU02369
NCU01368
NCU04850
NCU04005
NCU06252
NCU01870
NCU02079
NCU00210
NCU01772
NCU01341
NCU02373
NCU07014
NCU03151
NCU01402
NCU06194
NCU02003
NCU02247
NCU02052
NCU11314
NCU05554
NCU00489
NCU06393
NCU03176
NCU00484
NCU04099
NCU03395
NCU01455
NCU06647
NCU07889
NCU02240
NCU07774
NCU09778
NCU03246
NCU03233
NCU11313
NCU05295
NCU04615
NCU08760
NCU02498
NCU01412
NCU02067
NCU03350
NCU04159
NCU01365
NCU03460
NCU02509
NCU04171
NCU01331
NCU07451
NCU05592
NCU03031
NCU03877
NCU00660
NCU02223
NCU04402
NCU01059
NCU01830
NCU01744
NCU16222
NCU00194
NCU03613
NCU00153
NCU00173
NCU09621
NCU01103
NCU01827
NCU05624
NCU00216
NCU16203
NCU01850
NCU16007
NCU05340
NCU16210
NCU01195
NCU04720
NCU06348
NCU00581
NCU00552
NCU03311
NCU05041
NCU04073
NCU02960
NCU02954
NCU04519
NCU00444
NCU03702
NCU04856
NCU03778
NCU09862
NCU00536
NCU09747
NCU04333
NCU07682
NCU09560
NCU09324
NCU04059
NCU01580
NCU01102
NCU00315
NCU16209
NCU06410
NCU00335
NCU07958
NCU02235
NCU10107
NCU04637
NCU08287
NCU08293
NCU07779
NCU00035
NCU00200
NCU08719
NCU09553
NCU02951
NCU06523
NCU08020
NCU04636
NCU02965
NCU09816
NCU00609
NCU02325
NCU03277
NCU06508
NCU03065
NCU05700
NCU07307
NCU04166
NCU03803
NCU09345
NCU05588
NCU02696
NCU09309
NCU06942
NCU07989
NCU00502
NCU07421
NCU05683
NCU03298
NCU03040
NCU01930
NCU07829
NCU09233
NCU00662
NCU03949
NCU09266
NCU04187
NCU03703
NCU06440
NCU04799
NCU00150
NCU07461
NCU03485
NCU10467
NCU00812
NCU04243
NCU00742
NCU03042
NCU08515
NCU01523
NCU05037
NCU03127
NCU07430
NCU10043
NCU03970
NCU02322
NCU09866
NCU02333
NCU02704
NCU03156
NCU04552
NCU09332
NCU02786
NCU04952
NCU07584
NCU02665
NCU01547
NCU00468
NCU01857
NCU04326
NCU11372
NCU08878
NCU16206
NCU04363
NCU05117
NCU10042
NCU00725
NCU03952
NCU02616
NCU01895
NCU03216
NCU05889
NCU03199
NCU09265
NCU09673
NCU00575
NCU09141
NCU02948
NCU05858
NCU01809
NCU09239
NCU08115
NCU01489
NCU05151
NCU08153
NCU02542
NCU00618
NCU05608
NCU09486
NCU07521
NCU00272
NCU04548
NCU06738
NCU07662
NCU04395
NCU08044
NCU08928
NCU02109
NCU08964
NCU01484
NCU01169
NCU01783
NCU02571
NCU02136
NCU10927
NCU00880
NCU00570
NCU02753
NCU07839
NCU00340
NCU02407
NCU01929
NCU00403
NCU01948
NCU04202
NCU02393
NCU03267
NCU09696
NCU01216
NCU05220
NCU09817
NCU00461
NCU03786
NCU01427
NCU02230
NCU01793
NCU09450
NCU11220
NCU04288
NCU04237
NCU01187
NCU09475
NCU04327
NCU02424
NCU06700
NCU05423
NCU04566
NCU04221
NCU04405
NCU09034
NCU01021
NCU02468
NCU09532
NCU00405
NCU09025
NCU06438
NCU03802
NCU00258
NCU02472
NCU05780
NCU00358
NCU01414
NCU03929
NCU06939
NCU04553
NCU00446
NCU06261
NCU04412
NCU07024
NCU03141
NCU04569
NCU00396
NCU06112
NCU09923
NCU04385
NCU03159
NCU10789
NCU09789
NCU08135
NCU03889
NCU03150
NCU01692
NCU02828
NCU02924
NCU03051
NCU00636
NCU00158
NCU09547
NCU00040
NCU06017
NCU02743
NCU08663
NCU02349
NCU00346
NCU04074
NCU05804
NCU03317
NCU06266
NCU01907
NCU07998
NCU03096
NCU09407
NCU00517
NCU05983
NCU03086
NCU00232
NCU06785
NCU01552
NCU00585
NCU09545
NCU01913
NCU03559
NCU07067
NCU04411
NCU01633
NCU16008
NCU02539
NCU04097
NCU03862
NCU09732
NCU00690
NCU00418
NCU06187
NCU00081
NCU02618
NCU08060
NCU05433
NCU04780
NCU00355
NCU02779
NCU07402
NCU06025
NCU06868
NCU00378
NCU00566
NCU02546
NCU06559
NCU08952
NCU05518
NCU01854
NCU02677
NCU03059
NCU03114
NCU11209
NCU07849
NCU06694
NCU09223
NCU03438
NCU08791
NCU06552
NCU06777
NCU05717
NCU04806
NCU06970
NCU06465
NCU05214
NCU00410
NCU05313
NCU02639
NCU02232
NCU00041
NCU00837
NCU02482
NCU09230
NCU08276
NCU10498
NCU04013
NCU10008
NCU02612
NCU06743
NCU02541
NCU00465
NCU09730
NCU01141
NCU08410
NCU09437
NCU05644
NCU05204
NCU03855
NCU01468
NCU02083
NCU00977
NCU05057
NCU01816
NCU08131
NCU09377
NCU07719
NCU00138
NCU02076
NCU03637
NCU02693
NCU02438
NCU00814
NCU07457
NCU01786
NCU02234
NCU07826
NCU02685
NCU08823
NCU02982
NCU08927
NCU08315
NCU08951
NCU03971
NCU01961
NCU00434
NCU04823
NCU10400
NCU08998
NCU07542
NCU06606
NCU05805
NCU00776
NCU02291
NCU09209
NCU00548
NCU00890
NCU10359
NCU08620
NCU00463
NCU03565
NCU03739
NCU03516
NCU09460
NCU04460
NCU03340
NCU05425
NCU01605
NCU06419
NCU08217
NCU08067
NCU07697
NCU05454
NCU03302
NCU04155
NCU02771
NCU02530
NCU00413
NCU03032
NCU01323
NCU02675
NCU03946
NCU07066
NCU02508
NCU00629
NCU03657
NCU05254
NCU02000
NCU07832
NCU04020
NCU02587
NCU03118
NCU01470
NCU01853
NCU00879
NCU02776
NCU06761
NCU02726
NCU07656
NCU04727
NCU02160
NCU00743
NCU10155
NCU01741
NCU07437
NCU01515
NCU07721
NCU04571
NCU05991
NCU07853
NCU05250
NCU08026
NCU09548
NCU07440
NCU02624
NCU04579
NCU08368
NCU02778
NCU00650
NCU03695
NCU06981
NCU09116
NCU06483
NCU08990
NCU07408
NCU03357
NCU02113
NCU04350
NCU04230
NCU06732
NCU00792
NCU04725
NCU03935
NCU09770
NCU05259
NCU00549
NCU08319
NCU00693
NCU16018
NCU02781
NCU09468
NCU01902
NCU07382
NCU08736
NCU05430
NCU04454
NCU08553
NCU05758
NCU09320
NCU09814
NCU01932
NCU04676
NCU10270
NCU07857
NCU00168
NCU08290
NCU06431
NCU04766
NCU10352
NCU03243
NCU00273
NCU08903
NCU06646
NCU04841
NCU00476
NCU04298
NCU01210
NCU08661
NCU10045
NCU02534
NCU16227
NCU00427
NCU06023
NCU03857
NCU11222
NCU00951
NCU08216
NCU02830
NCU01120
NCU07022
NCU04321
NCU09366
NCU00891
NCU08500
NCU00177
NCU08336
NCU06110
NCU08730
NCU09406
NCU02806
NCU02133
NCU05499
NCU10046
NCU03947
NCU07737
NCU06310
NCU01657
NCU01955
NCU02754
NCU00762
NCU08904
NCU01575
NCU01666
NCU09706
NCU02476
NCU00008
NCU07188
NCU04749
NCU03876
NCU09534
NCU00475
NCU00237
NCU01606
NCU01348
NCU06687
NCU01174
NCU02812
NCU04540
NCU01271
NCU04142
NCU11201
NCU03440
