NCU05275
NCU03006
NCU03344
NCU01951
NCU09042
NCU09808
NCU06672
NCU00664
NCU01751
NCU06191
NCU03763
NCU05268
NCU08024
NCU03850
NCU10468
NCU04378
NCU02707
NCU06870
NCU01613
NCU01808
NCU01431
NCU11381
NCU08035
NCU01728
NCU08516
NCU04640
NCU02556
NCU07554
NCU03982
NCU02289
NCU01867
NCU02011
NCU04612
NCU10893
NCU03232
NCU03062
NCU05129
NCU06558
NCU06663
NCU02381
NCU03526
NCU07166
NCU04100
NCU01140
NCU00043
NCU07830
NCU03026
NCU10015
NCU07264
NCU08687
NCU11181
NCU06454
NCU09161
NCU02250
NCU00034
NCU09896
NCU06318
NCU00336
NCU03415
NCU09680
NCU05452
NCU07562
NCU04009
NCU04500
NCU00706
NCU03880
NCU06264
NCU03076
NCU01962
NCU09438
NCU03129
NCU10020
NCU08071
NCU10007
NCU00843
NCU03638
NCU02916
NCU00953
NCU03117
NCU00587
NCU03606
NCU08852
NCU11399
NCU05221
NCU05937
NCU08598
NCU05421
NCU02961
NCU02353
NCU09367
NCU08373
NCU00685
NCU08359
NCU02680
NCU06469
NCU08616
NCU01371
NCU06432
NCU01612
NCU06381
NCU02741
NCU05627
NCU06718
NCU06216
NCU04797
NCU02750
NCU09880
NCU00775
NCU07852
NCU02966
NCU07064
NCU01545
NCU02224
NCU05420
NCU05169
NCU01517
NCU02193
NCU00799
NCU02663
NCU02387
NCU00114
NCU04699
NCU01765
NCU03913
NCU02419
NCU01429
NCU05770
NCU00087
NCU00727
NCU11348
NCU02661
NCU08427
NCU01268
NCU04657
NCU02510
NCU09006
NCU01443
NCU08938
NCU02629
NCU06342
NCU06989
NCU02416
NCU00931
NCU16228
NCU07717
NCU07999
NCU00602
NCU05029
NCU01485
NCU04617
NCU03955
NCU04821
NCU16218
NCU03226
NCU04817
NCU02252
NCU11410
NCU09143
NCU00162
NCU04130
NCU08344
NCU03597
NCU02295
NCU06881
NCU02475
NCU01300
NCU08309
NCU06724
NCU04120
NCU00213
NCU07683
NCU06661
NCU00656
NCU00971
NCU02564
NCU08973
NCU07058
NCU02433
NCU01337
NCU04118
NCU06192
NCU08409
NCU04251
NCU09192
NCU16224
NCU04380
NCU03610
NCU01016
NCU08346
NCU07318
NCU11187
NCU08045
NCU08991
NCU06141
NCU02055
NCU10733
NCU06448
NCU08138
NCU05577
NCU04014
NCU04648
NCU00435
NCU00823
NCU05797
NCU06300
NCU03166
NCU10048
NCU04606
NCU06974
NCU08317
NCU07489
NCU07367
NCU08384
NCU01163
NCU08888
NCU01245
NCU04483
NCU08811
NCU07456
NCU02005
NCU03239
NCU07309
NCU01428
NCU03230
NCU09710
NCU00366
NCU05706
NCU03479
NCU03194
NCU00494
NCU02605
NCU08133
NCU03625
NCU05133
NCU03628
NCU01776
NCU02374
NCU08947
NCU03085
NCU08002
NCU05816
NCU02614
NCU06402
NCU06446
NCU08894
NCU09512
NCU07965
NCU07546
NCU00334
NCU00523
NCU03801
NCU03779
NCU16221
NCU07914
NCU00319
NCU03827
NCU00505
NCU09076
NCU07153
NCU09443
NCU01638
NCU03548
NCU02082
NCU01235
NCU05364
NCU05264
NCU04292
NCU03981
NCU08660
NCU01512
NCU02688
NCU01083
NCU01207
NCU03963
NCU04400
NCU01441
NCU01904
NCU04344
NCU01500
NCU09264
NCU09371
NCU07756
NCU10044
NCU07482
NCU06540
NCU05120
NCU08502
NCU01258
NCU06240
NCU04173
NCU08742
NCU06457
NCU01614
NCU05753
NCU04408
NCU08761
NCU16215
NCU06712
NCU06714
NCU07930
NCU02366
NCU06485
NCU06914
NCU09135
NCU04983
NCU05305
NCU05752
NCU00406
NCU03571
NCU02202
NCU01965
NCU08036
NCU03488
NCU01333
NCU06033
NCU06652
NCU01753
NCU06836
NCU06207
NCU00978
NCU00828
NCU02391
NCU04728
NCU08671
NCU07027
NCU00440
NCU07487
NCU04063
NCU04216
NCU10058
NCU00409
NCU03285
NCU03973
NCU00106
NCU01652
NCU01370
NCU06910
NCU09813
NCU06024
NCU01008
NCU02758
NCU08195
NCU00077
NCU02905
NCU00135
NCU00943
NCU02181
NCU01047
NCU03425
NCU01378
NCU05095
NCU02505
NCU06436
NCU07964
NCU08997
NCU02536
NCU07654
NCU03304
NCU07987
NCU07913
NCU03102
NCU00147
NCU08605
NCU07550
NCU09014
NCU01667
NCU07082
NCU09435
NCU03898
NCU04697
NCU04387
NCU00963
NCU05750
NCU04737
NCU04771
NCU00596
NCU01643
NCU01966
NCU01914
NCU03616
NCU01498
NCU06344
NCU00067
NCU04302
NCU03757
NCU16220
NCU03794
NCU10775
NCU08755
NCU00159
NCU02979
NCU01317
NCU11365
NCU07380
NCU02716
NCU09378
NCU03972
NCU05419
NCU06481
NCU06976
NCU08119
NCU06779
NCU00793
NCU04726
NCU09748
NCU00169
NCU11426
NCU09469
NCU05239
NCU08963
NCU06695
NCU07725
NCU01762
NCU09897
NCU05523
NCU02808
NCU02226
NCU00554
NCU04069
NCU03761
NCU03632
NCU02274
NCU07002
NCU00181
NCU04783
NCU05227
NCU09175
NCU05267
NCU00578
NCU04301
NCU07775
NCU04796
NCU04449
NCU01528
NCU06284
NCU09183
NCU03748
NCU08377
NCU05298
NCU04794
NCU06769
NCU07498
NCU03004
NCU01178
NCU04899
NCU05558
NCU02414
NCU04733
NCU00712
NCU03362
NCU11258
NCU04370
NCU04508
NCU07836
NCU06213
NCU01747
NCU03711
NCU07011
NCU06880
NCU06054
NCU06278
NCU04275
NCU03122
NCU04109
NCU02840
NCU11102
NCU07265
NCU04119
NCU00643
NCU01225
NCU06210
NCU01754
NCU01192
NCU03911
NCU07991
NCU03495
NCU01993
NCU01067
NCU08272
NCU05429
NCU02712
NCU07261
NCU08382
NCU05289
NCU02717
NCU06871
NCU06826
NCU08898
NCU11197
NCU01806
NCU01637
NCU09930
NCU06541
NCU01460
NCU05984
NCU00936
NCU09122
NCU03633
NCU01171
NCU03170
NCU02532
NCU02395
NCU00276
NCU02687
NCU04778
NCU04784
NCU08693
NCU16201
NCU04662
NCU02744
NCU06333
NCU01434
NCU08445
NCU02635
NCU04815
NCU03435
NCU00199
NCU06452
NCU04462
NCU16208
NCU06354
NCU04331
NCU09533
NCU02657
NCU05959
NCU06994
NCU06175
NCU08046
NCU02683
NCU05235
NCU03347
NCU08340
NCU02604
NCU03137
NCU02585
NCU06921
NCU02810
NCU01950
NCU08983
NCU04280
NCU07289
NCU02533
NCU05939
NCU06468
NCU06530
NCU07860
NCU04277
NCU05526
NCU06843
NCU00680
NCU04352
NCU09297
NCU00904
NCU08275
NCU01822
NCU06673
NCU03588
NCU03030
NCU02829
NCU00294
NCU05385
NCU06931
NCU01318
NCU05290
NCU10185
NCU06625
NCU08298
NCU02998
NCU01175
NCU06205
NCU02148
NCU04137
NCU01247
NCU00417
NCU09312
NCU11173
NCU16204
NCU00565
NCU10776
NCU08563
NCU02746
NCU00591
NCU06907
NCU09998
NCU08145
NCU07824
NCU06075
NCU09608
NCU09035
NCU01949
NCU08030
NCU07420
NCU04054
NCU02368
NCU01912
NCU05999
NCU02496
NCU06386
NCU01831
NCU06048
NCU09391
NCU02117
NCU00488
NCU03953
NCU05225
NCU03269
NCU05601
NCU06783
NCU06678
NCU00512
NCU00682
NCU06776
NCU05894
NCU02255
NCU07281
NCU05714
NCU01474
NCU00901
NCU03363
NCU09911
NCU02727
NCU06137
NCU01446
NCU02837
NCU08940
NCU01100
NCU06532
NCU02302
NCU05224
NCU02296
NCU16006
NCU07205
NCU04156
NCU05299
NCU01206
NCU00385
NCU03659
NCU03995
NCU16214
NCU03894
NCU05516
NCU07734
NCU06866
NCU06727
NCU02906
NCU02098
NCU09001
NCU02706
NCU00056
NCU08313
NCU10351
NCU04044
NCU06585
NCU10497
NCU08985
NCU07837
NCU00567
NCU03503
NCU09754
NCU03139
NCU04414
NCU07690
