BSU00010
BSU22360
BSU32130
BSU29580
BSU31980
BSU02390
BSU27430
BSU16200
BSU16380
BSU35340
BSU24350
BSU06430
BSU18070
BSU_tRNA_73
BSU38810
BSU38590
BSU36230
BSU36530
BSU01150
BSU01340
BSU37080
BSU_tRNA_43
BSU09570
BSU26810
BSU01470
BSU22610
BSU38050
BSU23550
BSU_tRNA_31
BSU15590
BSU29340
BSU29790
BSU13690
BSU14530
BSU16550
BSU30430
BSU05810
BSU34600
BSU28080
BSU22490
BSU38370
BSU28580
BSU08830
BSU38190
BSU12950
BSU28510
BSU15800
BSU_tRNA_13
BSU15890
BSU_rRNA_9
BSU35320
BSU01320
BSU02990
BSU33720
BSU08060
BSU29140
BSU01070
BSU22440
BSU30280
BSU16780
BSU28140
BSU23110
BSU27600
BSU33690
BSU13620
BSU33910
BSU32470
BSU35780
BSU22320
BSU33900
BSU_tRNA_23
BSU01040
BSU27940
BSU_rRNA_30
BSU21910
BSU_rRNA_23
BSU_rRNA_5
BSU40880
BSU00930
BSU00020
BSU23760
BSU_tRNA_44
BSU35250
BSU04140
BSU28900
BSU16290
BSU_rRNA_1
BSU29120
BSU30810
BSU30850
BSU14910
BSU06950
BSU15520
BSU33800
BSU37260
BSU00460
BSU30950
BSU15730
BSU_tRNA_52
BSU_tRNA_85
BSU14920
BSU38300
BSU03210
BSU30690
BSU04450
BSU06420
BSU11460
BSU35500
BSU_rRNA_14
BSU11330
BSU32200
BSU10140
BSU04340
BSU08080
BSU_tRNA_47
BSU22560
BSU_tRNA_53
BSU20250
BSU15630
BSU39480
BSU16760
BSU28920
BSU24340
BSU34910
BSU01770
BSU27030
BSU11670
BSU33440
BSU27250
BSU28640
BSU33130
BSU_tRNA_54
BSU37060
BSU09310
BSU08350
BSU37740
BSU11420
BSU33090
BSU01440
BSU17340
BSU28950
BSU02420
BSU11680
BSU18410
BSU13750
BSU31960
BSU35940
BSU09300
BSU06060
BSU27550
BSU23310
BSU28280
BSU38490
BSU37820
BSU28470
BSU28740
BSU14270
BSU_tRNA_15
BSU37540
BSU12080
BSU25270
BSU04560
BSU38160
BSU_tRNA_68
BSU14900
BSU28300
BSU06690
BSU_tRNA_12
BSU_tRNA_86
BSU27460
BSU29970
BSU_rRNA_24
BSU36650
BSU10120
BSU_rRNA_16
BSU11710
BSU37090
BSU16510
BSU00780
BSU15950
BSU30790
BSU25560
BSU01780
BSU28850
BSU30510
BSU40250
BSU24270
BSU00120
BSU15350
BSU31460
BSU03800
BSU13910
BSU34570
BSU32750
BSU34430
BSU19370
BSU23610
BSU23770
BSU39750
BSU01260
BSU33000
BSU24530
BSU03981
BSU26970
BSU14180
BSU02620
BSU16670
BSU33430
BSU32740
BSU18300
BSU33110
BSU29250
BSU09620
BSU38570
BSU39680
BSU09410
BSU35790
BSU09110
BSU17710
BSU13560
BSU_tRNA_6
BSU30420
BSU38520
BSU13220
BSU38740
BSU36700
BSU11230
BSU16420
BSU36520
BSU_rRNA_11
BSU13120
BSU22620
BSU27330
BSU01220
BSU25640
BSU22340
BSU06680
BSU02490
BSU34790
BSU29620
BSU39720
BSU_tRNA_34
BSU_tRNA_49
BSU13210
BSU31930
BSU27880
BSU_tRNA_55
BSU17460
BSU21470
BSU01170
BSU33820
BSU37830
BSU10020
BSU_rRNA_13
BSU15550
BSU05980
BSU28490
BSU10110
BSU06520
BSU28560
BSU39700
BSU03370
BSU31450
BSU16340
BSU16450
BSU08860
BSU35160
BSU33920
BSU29380
BSU00140
BSU08650
BSU36100
BSU36560
BSU02760
BSU12390
BSU39420
BSU24890
BSU29360
BSU31250
BSU15680
BSU33240
BSU_tRNA_79
BSU27450
BSU40420
BSU00130
BSU31060
BSU28250
BSU37330
BSU02870
BSU22600
BSU29190
BSU32850
BSU27960
BSU28170
BSU07640
BSU39380
BSU19630
BSU31050
BSU03490
BSU00100
BSU_tRNA_61
BSU02830
BSU33080
BSU22880
BSU18310
BSU28930
BSU28790
BSU38390
BSU17610
BSU15220
BSU01410
BSU29090
BSU_tRNA_2
BSU01460
BSU31700
BSU_tRNA_24
BSU27040
BSU16960
BSU15600
BSU01190
BSU32250
BSU28260
BSU07270
BSU40500
BSU_tRNA_50
BSU36850
BSU03810
BSU29080
BSU06610
BSU11690
BSU00900
BSU23930
BSU_tRNA_84
BSU01000
BSU38040
BSU10170
BSU07100
BSU23120
BSU24180
BSU35930
BSU15450
BSU30820
BSU08070
BSU32500
BSU36840
BSU11880
BSU08790
BSU34970
BSU28360
BSU08200
BSU13890
BSU15430
BSU16570
BSU30290
BSU28430
BSU33930
BSU08440
BSU02460
BSU03790
BSU15870
BSU17410
BSU_rRNA_6
BSU01620
BSU02430
BSU06620
BSU00790
BSU29750
BSU38630
BSU_tRNA_19
BSU22960
BSU15900
BSU03050
BSU24630
BSU15860
BSU21900
BSU05820
BSU37120
BSU03290
BSU26800
BSU34610
BSU05900
BSU37100
BSU30940
BSU17580
BSU10940
BSU30450
BSU38140
BSU_rRNA_29
BSU28780
BSU36000
BSU06500
BSU_tRNA_74
BSU15510
BSU37050
BSU_tRNA_27
BSU02640
BSU01450
BSU_rRNA_3
BSU31150
BSU06670
BSU01290
BSU23890
BSU04440
BSU40550
BSU01030
BSU14870
BSU30750
BSU08880
BSU16440
BSU24090
BSU33290
BSU_rRNA_12
BSU00550
BSU_rRNA_17
BSU15180
BSU08690
BSU07260
BSU07250
BSU07840
BSU24050
BSU04570
BSU_tRNA_11
BSU34200
BSU_rRNA_27
BSU_tRNA_10
BSU18350
BSU15540
BSU07610
BSU32830
BSU03900
BSU29540
BSU35710
BSU13660
BSU22140
BSU38110
BSU29130
BSU18130
BSU04000
BSU04470
BSU24160
BSU31200
BSU24140
BSU_tRNA_46
BSU21990
BSU15790
BSU_rRNA_10
BSU24970
BSU14590
BSU22550
BSU17390
BSU07580
BSU32730
BSU33710
BSU11190
BSU13180
BSU28800
BSU_tRNA_48
BSU03610
BSU09540
BSU33160
BSU40320
BSU02730
BSU12930
BSU34590
BSU38580
BSU35260
BSU33630
BSU19710
BSU06360
BSU24060
BSU11700
BSU00150
BSU28150
BSU38410
BSU31240
BSU25160
BSU05870
BSU39050
BSU01330
BSU05610
BSU27440
BSU22780
BSU05430
BSU23800
BSU02690
BSU16350
BSU06560
BSU29350
BSU22730
BSU13130
BSU07510
BSU07570
BSU_rRNA_21
BSU16060
BSU38460
BSU28270
BSU39360
BSU11210
BSU33830
BSU_tRNA_51
BSU22430
BSU25410
BSU03320
BSU14600
BSU16090
BSU06240
BSU15980
BSU35580
BSU04580
BSU28310
BSU29980
BSU39640
BSU06150
BSU01830
BSU01800
BSU18480
BSU33150
BSU10370
BSU23280
BSU00280
BSU09290
BSU22720
BSU13990
BSU23260
BSU06720
BSU30220
BSU31140
BSU32000
BSU29730
BSU00500
BSU27270
BSU13950
BSU31440
BSU18180
BSU22660
BSU33730
BSU23020
BSU25550
BSU25130
BSU20040
BSU22890
BSU13610
BSU_tRNA_45
BSU28820
BSU08090
BSU15570
BSU03440
BSU22110
BSU06470
BSU_tRNA_57
BSU18330
BSU01530
BSU16770
BSU02450
BSU29660
BSU16390
BSU15470
BSU_tRNA_81
BSU31990
BSU16920
BSU11010
BSU27560
BSU_tRNA_33
BSU14400
BSU15850
BSU05740
BSU06480
BSU32330
BSU01080
BSU09670
BSU31520
BSU24280
BSU37130
BSU30540
BSU08450
BSU30240
BSU07810
BSU27220
BSU36390
BSU16360
BSU00750
BSU33530
BSU37960
BSU14410
BSU30135
BSU32460
BSU29060
BSU15500
BSU39650
BSU18620
BSU03000
BSU_tRNA_66
BSU15020
BSU12230
BSU39350
BSU30200
BSU26600
BSU_tRNA_17
BSU40080
BSU28700
BSU10950
BSU31350
BSU32580
BSU33170
BSU14490
BSU01160
BSU31530
BSU12300
BSU11470
BSU35700
BSU01310
BSU28730
BSU37710
BSU16690
BSU03590
BSU34890
BSU00820
BSU15910
BSU25310
BSU27770
BSU03630
BSU05880
BSU16460
BSU32100
BSU16940
BSU29210
BSU18560
BSU12940
BSU14010
BSU00730
BSU_tRNA_71
BSU10130
BSU30380
BSU06510
BSU39730
BSU14440
BSU40340
BSU36640
BSU08630
BSU08460
BSU07350
BSU32240
BSU27580
BSU29720
BSU16580
BSU37780
BSU15610
BSU01370
BSU13010
BSU27930
BSU36400
BSU03270
BSU15690
BSU_tRNA_22
BSU_tRNA_8
BSU33310
BSU28720
BSU13740
BSU18320
BSU_tRNA_67
BSU40120
BSU37190
BSU_rRNA_25
BSU30170
BSU23080
BSU38150
BSU10330
BSU40190
BSU38620
BSU14000
BSU07700
BSU10360
BSU02410
BSU38550
BSU38830
BSU08710
BSU_tRNA_32
BSU17000
BSU16990
BSU_tRNA_40
BSU15200
BSU15820
BSU30800
BSU30400
BSU24990
