Gene ID	Gene Symbol	
103636213	LOC103636213	
100272336	magi9825	
100194114	LOC100194114	
100384736	pco123637(113)	
103627200	LOC103627200	
103632974	LOC103632974	
845246	trnE	
103648178	LOC103648178	
100286237	LOC100286237	
100191153	LOC100191153	
100216891	si606069d05	
100284047	LOC100284047	
100272627	TIDP3152	
100281773	LOC100281773	
100382157	LOC100382157	
845263	trnN	
100283749	csu797(uce)	
100281939	LOC100281939	
542401	gln5	
100194262	LOC100194262	
100280882	LOC100280882	
103640906	LOC103640906	
542551	LOC542551	
100284613	LOC100284613	
103631302	LOC103631302	
100286230	LOC100286230	
103634826	LOC103634826	
542598	mdh5	
100191724	LOC100191724	
100272577	AUX15	
103641118	LOC103641118	
100282283	LOC100282283	
845280	trnfM	
103643850	LOC103643850	
100502419	LOC100502419	
100281695	pco097710	
100280077	LOC100280077	
100194033	LOC100194033	
103655424	LOC103655424	
100192551	LOC100192551	
100384643	LOC100384643	
103636754	LOC103636754	
100383890	LOC100383890	
100281532	LOC100281532	
542726	rps13	
103628596	LOC103628596	
103653924	LOC103653924	
732732	OPR4	
100279564	LOC100279564	
103642691	LOC103642691	
100284767	LOC100284767	
100281051	LOC100281051	
100282753	LOC100282753	
541699	pdh1	
100383198	LOC100383198	
100193637	LOC100193637	
103638000	LOC103638000	
100276531	LOC100276531	
100280276	LOC100280276	
100274053	pco068646	
103645955	LOC103645955	
542218	mgp1	
100282817	LOC100282817	
100285444	LOC100285444	
542166	pco063262	
732731	opr3	
103631551	LOC103631551	
100282867	LOC100282867	
103639875	LOC103639875	
100283328	LOC100283328	
542435	asn1	
100272307	TIDP9210	
100192044	cl308_1	
100194229	LOC100194229	
100282552	LOC100282552	
732800	BZ1	
100273603	LOC100273603	
103631020	LOC103631020	
542333	GAPC3	
100283397	LOC100283397	
100383468	LOC100383468	
103653801	LOC103653801	
103631492	LOC103631492	
100384465	LOC100384465	
103653563	LOC103653563	
100191761	pco121445b	
100273679	Orphan166	
100191972	LOC100191972	
541988	cl146_1	
103654185	LOC103654185	
100194409	LOC100194409	
103633453	LOC103633453	
100282366	TIDP3222	
100281457	LOC100281457	
100282945	pco107217	
100284826	LOC100284826	
542705	tub7	
100191475	LOC100191475	
103652430	LOC103652430	
103628305	LOC103628305	
100283585	LOC100283585	
542606	les22	
100384255	LOC100384255	
100283043	csu1185	
103652863	LOC103652863	
103630705	LOC103630705	
542583	gpn1	
100286214	LOC100286214	
732844	pls1	
100272688	cl11333_1(360)	
100383954	LOC100383954	
103646604	LOC103646604	
100501330	LOC100501330	
103628799	LOC103628799	
100282453	pco087306	
100285804	LOC100285804	
100282048	IDP372	
542261	ald1	
103630827	LOC103630827	
100194386	gpm105	
100381375	LOC100381375	
103631172	LOC103631172	
100283445	LOC100283445	
100285254	LOC100285254	
100281103	LOC100281103	
100283444	gpm518	
100274213	LOC100274213	
103636007	LOC103636007	
100193321	LOC100193321	
100857090	P4H8-4	
100383301	LOC100383301	
103631209	LOC103631209	
606419	aprl1	
100280499	LOC100280499	
103652757	LOC103652757	
100170244	SINA6	
100281258	pco069505(751)	
101027156	LOC101027156	
103627198	LOC103627198	
103642984	LOC103642984	
100282580	LOC100282580	
103631101	LOC103631101	
103650113	LOC103650113	
100274312	-	
103647171	LOC103647171	
541875	TIDP2897	
100193344	TIDP3283	
100193737	HO1	
100282721	LOC100282721	
100191289	TIDP3245	
541947	LOC541947	
100275554	cl40750_1	
100275582	AI920398	
103643134	LOC103643134	
100272834	LOC100272834	
100280675	LOC100280675	
103625968	LOC103625968	
100384297	LOC100384297	
606479	pdi8	
100191190	csu505(rpL7)	
542582	tua6	
100281007	LOC100281007	
103642039	LOC103642039	
100279481	gpm517	
845244	trnC	
100284433	ZIM4	
100281864	LOC100281864	
100280752	LOC100280752	
100273258	LOC100273258	
103643327	LOC103643327	
541648	lkrsdh1	
100280297	LOC100280297	
100216599	LOC100216599	
100285059	TIDP3207	
103638443	LOC103638443	
100273519	LOC100273519	
100283399	LOC100283399	
100381315	LOC100381315	
100273853	LOC100273853	
103641688	LOC103641688	
732758	TPS2	
103633012	LOC103633012	
103638336	LOC103638336	
100383576	LOC100383576	
100192685	umc2503	
100272291	pco069460	
103648076	LOC103648076	
103628306	LOC103628306	
100279734	LOC100279734	
100284182	pco068393	
100281004	LOC100281004	
100272982	LOC100272982	
542722	sod4	
100384469	DSUL	
100279825	LOC100279825	
100282729	gpm300	
103634847	LOC103634847	
100283766	TIDP2749	
100501069	LOC100501069	
100279314	LOC100279314	
845199	psbA	
100191391	pco142331	
542387	pgl1	
103655033	LOC103655033	
103635163	LOC103635163	
100384302	LOC100384302	
732841	oy1	
103633267	LOC103633267	
100274243	LOC100274243	
103647040	LOC103647040	
100272790	msh1	
100384028	LOC100384028	
103631006	LOC103631006	
100274149	LOC100274149	
100502540	LOC100502540	
845225	rpoB	
100281521	LOC100281521	
103643760	LOC103643760	
103626666	LOC103626666	
100502490	LOC100502490	
103651969	LOC103651969	
542388	saf1	
100193550	si946009b02	
103644715	LOC103644715	
100279262	LOC100279262	
100192524	pco139225b	
100280398	LOC100280398	
100284975	LOC100284975	
100282839	TIDP3108	
100194132	LOC100194132	
100381502	LOC100381502	
100284691	LOC100284691	
542368	gpa1	
103636321	LOC103636321	
100273340	LOC100273340	
845169	atpA	
100191754	pco098993(576)	
100383373	LOC100383373	
103645413	LOC103645413	
542211	cl3114_1(600)	
103635376	LOC103635376	
103644210	LOC103644210	
103639054	LOC103639054	
103632066	LOC103632066	
100216989	LOC100216989	
103653488	LOC103653488	
103645177	LOC103645177	
542738	ROA2	
100279820	LOC100279820	
103634073	LOC103634073	
103632885	LOC103632885	
100280908	LOC100280908	
100383472	LOC100383472	
100283547	LOC100283547	
103629121	LOC103629121	
103648026	LOC103648026	
100284544	LOC100284544	
100191471	LOC100191471	
541794	csu134	
100273168	fab1	
101202729	PyrR	
100281952	LOC100281952	
100170239	LOC100170239	
103655535	LOC103655535	
103628561	ZCN13	
542055	cl5290_1	
107181290	LOC107181290	
100273705	LOC100273705	
100381976	LOC100381976	
103636445	LOC103636445	
103642921	LOC103642921	
103633416	LOC103633416	
541788	tha4	
100279973	sog1226c	
100281367	LOC100281367	
100284928	pco062079a	
542142	S6K	
103640365	LOC103640365	
100192538	LOC100192538	
103649679	LOC103649679	
100280518	LOC100280518	
100279266	si614021f04b	
103631817	LOC103631817	
100281581	LOC100281581	
103633484	LOC103633484	
100272651	pco097932	
100279503	LOC100279503	
100502472	LOC100502472	
103633249	LOC103633249	
103627597	LOC103627597	
100273618	-	
542703	LOC542703	
103651577	LOC103651577	
100280178	LOC100280178	
100283102	LOC100283102	
100193781	LOC100193781	
100037797	mips2	
100216796	LOC100216796	
100280203	LOC100280203	
100191841	LOC100191841	
103627748	LOC103627748	
100384700	LOC100384700	
100285887	LOC100285887	
100282664	cl55281_1	
103632711	LOC103632711	
100285944	LOC100285944	
100281573	IDP300	
100283618	pco073276b	
542082	met1	
100274608	LOC100274608	
100191681	LOC100191681	
100192625	LOC100192625	
100286153	TIDP3524	
100191265	LOC100191265	
103653849	LOC103653849	
542550	isp1	
100284313	LOC100284313	
100274376	LOC100274376	
100194341	LOC100194341	
103651275	LOC103651275	
103625834	LOC103625834	
100282238	LOC100282238	
103648863	LOC103648863	
103644181	LOC103644181	
100285486	LOC100285486	
100284137	LOC100284137	
100192600	LOC100192600	
845228	rps11	
100191943	si946076e12	
103649574	LOC103649574	
103651727	LOC103651727	
100194137	pco119060(416)	
100382426	LOC100382426	
100274227	LOC100274227	
103645998	LOC103645998	
100382859	LOC100382859	
100281687	cl51135_1	
100191224	LOC100191224	
100383904	LOC100383904	
100383683	LOC100383683	
100279881	LOC100279881	
100281269	LOC100281269	
100280470	umc2254	
103654298	LOC103654298	
103636542	LOC103636542	
103632085	LOC103632085	
103626398	LOC103626398	
100282637	LOC100282637	
100384586	LOC100384586	
100285420	AY103944	
541946	LOC541946	
100193927	LOC100193927	
100286300	pco113177(131)	
103636735	LOC103636735	
100281166	si687013d08	
100280716	pco140882(385)	
103634814	LOC103634814	
103634160	LOC103634160	
100192956	LOC100192956	
103638097	LOC103638097	
103636624	LOC103636624	
103642267	LOC103642267	
100283395	IDP2367	
103627645	LOC103627645	
100286357	magi89825	
100282004	LOC100282004	
103643046	LOC103643046	
541913	rf2c	
100273647	pco114058	
100274515	LOC100274515	
100279727	LOC100279727	
100281485	pco123869	
100285694	LOC100285694	
100284614	LOC100284614	
732789	VTE2-1	
100282770	pco131730(580)	
542657	fdh2	
542450	EIF5	
100281735	uck1	
100384862	LOC100384862	
103647611	LOC103647611	
542303	mha1	
541919	pdc3	
103639670	LOC103639670	
103628918	LOC103628918	
103642062	LOC103642062	
100283214	LOC100283214	
103653979	LOC103653979	
100285211	LOC100285211	
103654826	LOC103654826	
100193158	pco097124a	
100272835	LOC100272835	
542687	SnrK1	
103630068	LOC103630068	
100273276	LOC100273276	
100286002	LOC100286002	
100303837	LOC100303837	
103639438	LOC103639438	
100037806	lox9	
100384165	LOC100384165	
103630135	LOC103630135	
103651992	LOC103651992	
100281365	TIDP2936	
100272546	si946084h12	
100282853	cl48463_1	
100284895	LOC100284895	
100280989	umc2510	
100502475	LOC100502475	
103636525	LOC103636525	
103628190	LOC103628190	
542150	aos1	
100192559	LOC100192559	
100272293	LOC100272293	
100283304	LOC100283304	
100273712	CER1	
100276770	LOC100276770	
100193568	IDP147	
100383438	pco118120	
103640441	LOC103640441	
100272255	IDP476	
541869	RPS10	
100384147	LOC100384147	
103639495	LOC103639495	
103638180	LOC103638180	
103646284	LOC103646284	
542200	RPS20	
100280688	umc2594	
103629437	LOC103629437	
103639871	LOC103639871	
100384536	LOC100384536	
100283852	LOC100283852	
100500943	cpx2	
100283509	LOC100283509	
100282505	pco090513	
100281060	LOC100281060	
103627927	LOC103627927	
100281015	LOC100281015	
100193467	pco072185	
103641387	LOC103641387	
100283332	LOC100283332	
100273102	TIDP2935	
100272756	LOC100272756	
100382351	LOC100382351	
103651327	LOC103651327	
845203	psbE	
103642983	LOC103642983	
541845	gst23	
103632677	LOC103632677	
101027089	LOC101027089	
100272396	umc1373	
100281679	LOC100281679	
100381801	LOC100381801	
100274281	cl9052_1	
100284854	LOC100284854	
542269	prh1	
100285284	LOC100285284	
100275541	-	
100273078	LOC100273078	
100192105	LOC100192105	
100192349	asn2	
100381591	LOC100381591	
541666	pco131913	
100286043	LOC100286043	
100192102	IDP512	
542230	cat2	
100217123	LOC100217123	
103650111	LOC103650111	
542185	LOC542185	
542628	pco146174(472)	
103645861	LOC103645861	
100193514	LOC100193514	
100284052	pco065721	
100283469	LOC100283469	
103653351	LOC103653351	
100281336	cl4921_1	
100193772	LOC100193772	
100286107	pco110172(456)	
100383002	LOC100383002	
103641183	LOC103641183	
100381861	LOC100381861	
100284418	LOC100284418	
103626876	LOC103626876	
100279917	LOC100279917	
732803	orp2	
542369	cat1	
103633183	LOC103633183	
100273290	-	
100283962	LOC100283962	
103626593	LOC103626593	
100285054	LOC100285054	
100283975	pco078604	
103640022	LOC103640022	
542339	arpp3	
100285808	TIDP3406	
103642623	LOC103642623	
100283870	LOC100283870	
100272504	LOC100272504	
100280536	LOC100280536	
100280057	LOC100280057	
100526747	CKX8	
100280491	LOC100280491	
100279862	LOC100279862	
100275194	LOC100275194	
100274119	LOC100274119	
103648136	LOC103648136	
100282624	LOC100282624	
100193784	LOC100193784	
100217034	LOC100217034	
100191321	LOC100191321	
100282930	umc2266	
103636950	LOC103636950	
100192721	LOC100192721	
103653151	LOC103653151	
100282260	LOC100282260	
100282485	LOC100282485	
103652506	LOC103652506	
103633852	LOC103633852	
100502255	LOC100502255	
103656052	LOC103656052	
100273809	LOC100273809	
100216677	LOC100216677	
103651400	LOC103651400	
103634427	LOC103634427	
100382877	LOC100382877	
100216623	gpm417	
542144	simk1	
103650629	LOC103650629	
103639429	LOC103639429	
100280239	LOC100280239	
100501001	LOC100501001	
100285405	LOC100285405	
100283677	cl173_1a	
100127528	ZCN19	
100191558	LOC100191558	
100281709	LOC100281709	
100381809	LOC100381809	
103636416	LOC103636416	
100191313	pco104380	
103636553	LOC103636553	
103644177	LOC103644177	
100282741	LOC100282741	
103646418	LOC103646418	
100857010	LOC100857010	
100285207	LOC100285207	
100282191	LOC100282191	
103654800	LOC103654800	
103634408	LOC103634408	
103651514	LOC103651514	
103653484	LOC103653484	
103645815	LOC103645815	
100382718	LOC100382718	
103643924	LOC103643924	
103638047	LOC103638047	
100191203	pco137008b	
100280304	LOC100280304	
100216899	LOC100216899	
103646581	LOC103646581	
103633187	LOC103633187	
541625	hp2	
103639820	LOC103639820	
100283204	TIDP2919	
100192809	pco151018c	
100280918	LOC100280918	
103636001	LOC103636001	
100282511	LOC100282511	
103645780	LOC103645780	
103638313	LOC103638313	
100381760	pco065117	
542602	hsp22	
100192598	LOC100192598	
100286213	LOC100286213	
542239	TUBB6	
100217081	LOC100217081	
103630659	LOC103630659	
100283698	LOC100283698	
100502524	LOC100502524	
100217119	LOC100217119	
103645840	LOC103645840	
103642577	LOC103642577	
100282426	LOC100282426	
103645693	LOC103645693	
100273452	cl14448_1(105)	
103645634	LOC103645634	
103652533	LOC103652533	
103626005	LOC103626005	
100383126	LOC100383126	
845245	trnD	
100283916	pco090715	
103651028	LOC103651028	
103646667	LOC103646667	
100193777	IDP310	
100193030	LOC100193030	
100383518	LOC100383518	
100383821	LOC100383821	
100283723	LOC100283723	
100281549	LOC100281549	
100285064	csu869(cah)	
541627	etr2	
100194057	LOC100194057	
100273204	LOC100273204	
103626474	LOC103626474	
101027160	LOC101027160	
542543	gst17	
100273242	AUX27	
100501769	LOC100501769	
100279795	LOC100279795	
100280032	IDP1988	
100282532	LOC100282532	
100382965	LOC100382965	
100192038	LOC100192038	
100281141	LOC100281141	
100286081	LOC100286081	
100279072	IDP324	
100383918	LOC100383918	
542107	frk1	
845220	rpl23	
103628939	LOC103628939	
100383665	IDP2443	
103629981	LOC103629981	
541914	aldh5	
542160	LOC542160	
103647370	LOC103647370	
100193233	LOC100193233	
100283656	IDP149	
100285783	LOC100285783	
100285149	LOC100285149	
100285744	umc1814	
100284891	si606059b05	
100285986	LOC100285986	
100193051	pco144935	
100383409	LOC100383409	
100284281	cl30467_1	
100280225	LOC100280225	
100280100	LOC100280100	
103625835	LOC103625835	
100274418	LOC100274418	
542026	gsh1	
100286122	LOC100286122	
103642042	LOC103642042	
103651094	LOC103651094	
103644035	LOC103644035	
100281860	LOC100281860	
103625888	LOC103625888	
100193372	gpm184	
103638077	LOC103638077	
542561	mir1	
100193338	Rcd1L4	
542189	LOC542189	
100193709	LOC100193709	
103635393	LOC103635393	
100283292	LOC100283292	
100281088	LOC100281088	
542220	gdh1	
100282419	pco072468	
103644409	LOC103644409	
103627768	LOC103627768	
542108	frk2	
100857088	P4H8-2	
100282992	si618046c10b	
100282190	gpm74	
100284261	LOC100284261	
100501566	LOC100501566	
541667	rpl17	
606442	nrt2.2	
100194358	LOC100194358	
103625904	LOC103625904	
100282296	PDIL5-3	
100280714	pco142704	
103628892	LOC103628892	
100281700	LOC100281700	
541834	gst19	
541980	sdg113	
100285769	pco093173	
103645711	LOC103645711	
100217298	LOC100217298	
100240698	Atg8e	
103642084	LOC103642084	
100279982	pco076728	
103648923	LOC103648923	
542293	hsp18a	
100193789	uaz7c01b12	
606484	dxs1	
100381784	LOC100381784	
100217067	umc2581	
100282207	LOC100282207	
100283183	LOC100283183	
542525	chn1	
542264	gpm108b	
100382117	LOC100382117	
103637166	LOC103637166	
103633450	LOC103633450	
103648179	LOC103648179	
103632004	LOC103632004	
103633683	LOC103633683	
100304372	LOC100304372	
103645636	LOC103645636	
100194267	LOC100194267	
100281996	LOC100281996	
100276847	LOC100276847	
103647879	LOC103647879	
101027102	LOC101027102	
103653548	LOC103653548	
103650745	LOC103650745	
100194009	LOC100194009	
100283301	LOC100283301	
103625893	LOC103625893	
100272866	LOC100272866	
103640665	LOC103640665	
100274112	LOC100274112	
100381806	LOC100381806	
100501516	LOC100501516	
100286306	LOC100286306	
100191695	pco100019(248)	
100282338	LOC100282338	
100282785	LOC100282785	
100283341	cl16117_1	
100382466	AY110479	
100272956	TIDP3668	
100283950	LOC100283950	
100282105	prc2	
103630791	LOC103630791	
100282849	uaz158(alt)	
542085	cl3507_2a	
100273479	gpm233	
100384496	LOC100384496	
541983	pao1	
103639869	LOC103639869	
103630236	LOC103630236	
103630727	LOC103630727	
103637544	LOC103637544	
103650380	LOC103650380	
103637040	LOC103637040	
100382364	cl955_1	
100284799	LOC100284799	
100282926	AY106137	
606464	AGA2	
100193348	LOC100193348	
103647533	LOC103647533	
103651343	LOC103651343	
100502246	LOC100502246	
100192497	SnRK2.2	
100273449	TIDP9204	
103626022	LOC103626022	
103631588	LOC103631588	
100193258	LOC100193258	
542576	hsp26	
100285298	LOC100285298	
103647104	LOC103647104	
103632846	LOC103632846	
845275	trnV	
103652943	LOC103652943	
100279871	pco106335	
100382554	CYP71C1	
103642929	LOC103642929	
100193413	AY104566	
100277708	LOC100277708	
103630662	LOC103630662	
103648899	LOC103648899	
103653026	LOC103653026	
542667	kds1	
100382805	LOC100382805	
100191198	si606063g10	
100283808	LOC100283808	
100281419	PIL5	
100216739	LOC100216739	
100284707	LOC100284707	
100501712	LOC100501712	
541633	RR7	
1466351	ZemaCr114	
103632474	LOC103632474	
100284031	LOC100284031	
103630073	LOC103630073	
100283777	pco138567b	
100283376	LOC100283376	
100284506	LOC100284506	
100192065	pco133385b	
100193984	LOC100193984	
103645035	LOC103645035	
100283465	LOC100283465	
101027236	LOC101027236	
100282194	pco084690	
103648664	LOC103648664	
103627994	LOC103627994	
100285313	umc1428	
103625702	LOC103625702	
100283762	LOC100283762	
100274141	pco137466(715)	
542663	cad	
101027128	LOC101027128	
100192924	umc1527	
100194311	pco130904	
100217148	gpm907b	
100282327	LOC100282327	
103633601	LOC103633601	
103632101	LOC103632101	
100274471	AY110569	
100284299	LOC100284299	
100285873	LOC100285873	
103637303	LOC103637303	
103647196	LOC103647196	
103639113	LOC103639113	
100285620	LOC100285620	
103651578	LOC103651578	
103641016	LOC103641016	
100281963	LOC100281963	
103649921	LOC103649921	
100274058	LOC100274058	
100192583	LOC100192583	
100191295	LOC100191295	
100284301	LOC100284301	
103640657	LOC103640657	
542278	LOC542278	
1466353	ZemaCr116	
103647208	LOC103647208	
100285013	LOC100285013	
103646485	LOC103646485	
103631028	LOC103631028	
103651828	LOC103651828	
103628092	LOC103628092	
100382609	cl3071_3	
100193655	pco139470	
100383868	LOC100383868	
542495	LOC542495	
103655046	LOC103655046	
103645378	LOC103645378	
100274085	si486069e02	
103626921	LOC103626921	
103634616	LOC103634616	
100273289	umc2748	
100381507	LOC100381507	
732842	orp1	
100281388	si660066d07	
103644857	LOC103644857	
100501461	LOC100501461	
541664	tif1	
103649072	LOC103649072	
103652742	LOC103652742	
100274475	IDP843	
100501315	LOC100501315	
103655595	LOC103655595	
542366	gst1	
100280630	LOC100280630	
100192754	LOC100192754	
103632392	LOC103632392	
1466350	ZemaCr113	
100280942	LOC100280942	
100191365	pco109318	
103655079	LOC103655079	
100383017	LOC100383017	
103648839	LOC103648839	
103650887	LOC103650887	
103627568	LOC103627568	
103627300	LOC103627300	
100240693	Atg12	
100284994	LOC100284994	
542359	gl8	
100193879	LOC100193879	
103641772	LOC103641772	
103650711	SR45_1	
103649432	LOC103649432	
100383208	LOC100383208	
100274212	LOC100274212	
100280241	LOC100280241	
100286243	LOC100286243	
100384459	LOC100384459	
100280047	LOC100280047	
103643980	LOC103643980	
103644248	LOC103644248	
100382495	LOC100382495	
103647603	LOC103647603	
100857091	P4H8-5	
732807	glu2	
103647788	LOC103647788	
732794	IDP506	
542458	LOC542458	
100384241	gpm299b	
103649516	LOC103649516	
100193141	pco126859a	
100272584	pco074498b	
100282959	LOC100282959	
100272333	LOC100272333	
100274191	LOC100274191	
542253	an1	
100192505	cl9093_1	
103646899	LOC103646899	
103642037	LOC103642037	
103652411	LOC103652411	
100273471	LOC100273471	
103626044	LOC103626044	
103652987	LOC103652987	
845212	rbcL	
100383460	LOC100383460	
541986	gsr1	
100193464	LOC100193464	
100383024	LOC100383024	
103636191	LOC103636191	
100383775	cl2592_1	
100191311	LOC100191311	
100274239	LOC100274239	
100280495	TIDP3536	
100501865	LOC100501865	
100280029	LOC100280029	
100285722	pco138115	
100273104	LOC100273104	
100502186	LOC100502186	
100285698	LOC100285698	
100285200	LOC100285200	
1466356	ZemaCr119	
100280692	pco083188b	
100381773	LOC100381773	
103633593	LOC103633593	
103631504	LOC103631504	
103648183	LOC103648183	
100285634	LOC100285634	
103640265	LOC103640265	
100280261	cl3929_1	
100502533	LOC100502533	
103630443	LOC103630443	
103643864	LOC103643864	
100285122	LOC100285122	
100286299	LOC100286299	
103655501	LOC103655501	
100274416	pco086632	
100193705	LOC100193705	
100276999	pco086335a	
103643361	LOC103643361	
100279717	cl715_-2a	
542313	phi1	
100282420	LOC100282420	
101027103	LOC101027103	
100273933	LOC100273933	
100284789	pco107612	
103626790	LOC103626790	
100281985	LOC100281985	
100284178	LOC100284178	
103639985	LOC103639985	
100272772	IDP52	
541639	RR10	
542605	LOC542605	
100274124	LOC100274124	
100273874	LOC100273874	
100285696	LOC100285696	
100502363	LOC100502363	
541833	LOC541833	
103636476	LOC103636476	
103640974	LOC103640974	
103641164	LOC103641164	
100502048	LOC100502048	
542209	me4	
103647398	LOC103647398	
100282045	LOC100282045	
100272443	LOC100272443	
100193476	LOC100193476	
103629801	LOC103629801	
100283730	LOC100283730	
100194224	LOC100194224	
100282332	vpsh26	
100284345	LOC100284345	
100191762	-	
1466357	ZemaCr120	
542370	LOC542370	
100284602	LOC100284602	
100273480	LOC100273480	
103630426	LOC103630426	
100037804	LOX5	
541656	gss1	
100382386	LOC100382386	
100278308	LOC100278308	
103645431	LOC103645431	
100281967	LOC100281967	
103647156	LOC103647156	
100273341	LOC100273341	
103645778	LOC103645778	
100285141	LOC100285141	
103642229	LOC103642229	
845257	trnL	
100278395	LOC100278395	
100193155	LOC100193155	
100273826	cl27608_1	
100284233	si486068c09	
100193491	pco104294	
103651641	LOC103651641	
103629249	LOC103629249	
103649028	LOC103649028	
103642973	LOC103642973	
100383366	LOC100383366	
103634608	LOC103634608	
100282567	LOC100282567	
103651512	LOC103651512	
100191165	LOC100191165	
100193012	pco076082	
100281326	LOC100281326	
103647512	LOC103647512	
103631092	LOC103631092	
100283675	LOC100283675	
100217215	LOC100217215	
845278	trnW	
100274380	LOC100274380	
732797	atg6	
103631647	LOC103631647	
103632063	LOC103632063	
100194305	LOC100194305	
100304310	LOC100304310	
103626168	LOC103626168	
100282021	LOC100282021	
103654924	LOC103654924	
103652355	LOC103652355	
103647525	LOC103647525	
100193739	LOC100193739	
100216617	bZIP68	
100282053	LOC100282053	
103638112	LOC103638112	
100274860	LOC100274860	
103629610	LOC103629610	
100384492	LOC100384492	
100240696	Atg8c	
103630958	LOC103630958	
100284200	LOC100284200	
103647773	LOC103647773	
100382972	LOC100382972	
100272642	LOC100272642	
103649125	LOC103649125	
100273435	LOC100273435	
100216561	LOC100216561	
100381661	pco062058	
100280860	LOC100280860	
100191345	gpm734	
103642472	LOC103642472	
100191769	gpm853	
100272740	LOC100272740	
103650979	LOC103650979	
845249	trnG	
100273665	LOC100273665	
100280645	LOC100280645	
103644970	LOC103644970	
100274319	LOC100274319	
100284955	LOC100284955	
100281798	LOC100281798	
100217278	LOC100217278	
103626026	LOC103626026	
606470	IDP2409	
100193988	umc1478	
103637345	LOC103637345	
100282064	LOC100282064	
845172	atpF	
100280336	LOC100280336	
541990	gst3b	
541624	crr2	
542021	paa	
103652962	LOC103652962	
100284267	umc1300	
103627540	LOC103627540	
103636202	LOC103636202	
103647581	LOC103647581	
103654219	LOC103654219	
103627895	LOC103627895	
100275940	pco124021	
100193148	LOC100193148	
606485	MRPR1	
100286018	umc1821	
103651305	LOC103651305	
100284229	pco071947(363)	
100191222	LOC100191222	
100383411	si687062f01(361)	
541856	LOX	
100193836	pco145926	
100274595	umc1299	
100285458	LOC100285458	
542690	pco116062	
103656042	LOC103656042	
100284284	pco115798	
100283106	LOC100283106	
100193917	gpm697	
100193743	pco143139c	
103654174	LOC103654174	
103647314	LOC103647314	
100283428	GNAT3	
100282667	LOC100282667	
103634912	LOC103634912	
100193683	LOC100193683	
100282088	LOC100282088	
103635678	LOC103635678	
100284566	LOC100284566	
100283257	pco114914	
606444	hppd1	
103628806	LOC103628806	
100191223	LOC100191223	
103643066	LOC103643066	
103635636	LOC103635636	
541784	elfa6	
103642599	LOC103642599	
100284783	LOC100284783	
100193973	LOC100193973	
100282480	cl1073_2	
100191144	LOC100191144	
100502300	LOC100502300	
103642391	LOC103642391	
103648793	LOC103648793	
103651575	LOC103651575	
541903	fps1	
103626416	LOC103626416	
103641278	LOC103641278	
100285574	cl6880_1	
103639107	LOC103639107	
542319	ACC1	
100193910	LOC100193910	
100381818	LOC100381818	
103630940	LOC103630940	
103640685	LOC103640685	
100279971	LOC100279971	
103641415	LOC103641415	
542635	gst40	
100191712	TIDP3349	
100284154	LOC100284154	
103635193	LOC103635193	
103633271	LOC103633271	
100286252	LOC100286252	
100191199	LOC100191199	
103653436	LOC103653436	
103654644	LOC103654644	
103655089	LOC103655089	
100279857	LOC100279857	
100286146	CL9311_1	
100273907	pco072809(80)	
100383372	LOC100383372	
100284107	gpm440	
100285931	umc2741	
100279876	mus1	
100216919	LOC100216919	
103628639	LOC103628639	
100191539	LOC100191539	
100501848	LOC100501848	
100282854	LOC100282854	
100191382	LOC100191382	
100272683	TIDP3698	
100283825	cl12353_1	
103647030	LOC103647030	
103626628	LOC103626628	
100282880	rps12	
100502456	LOC100502456	
100191862	LOC100191862	
100194404	pco110419	
101027254	LOC101027254	
100193629	LOC100193629	
103649452	LOC103649452	
845171	atpE	
103633700	LOC103633700	
103651012	LOC103651012	
100191168	umc1496	
100384355	LOC100384355	
103635480	LOC103635480	
100283662	LOC100283662	
100282559	LOC100282559	
100286138	LOC100286138	
100274333	LOC100274333	
103653593	LOC103653593	
100281110	LOC100281110	
100272594	LOC100272594	
100381600	LOC100381600	
103648400	LOC103648400	
100384006	pco071268	
100283007	pco077228	
100194117	LOC100194117	
100282284	pco072957b	
100285830	LOC100285830	
100274015	LOC100274015	
100383510	LOC100383510	
100274307	LOC100274307	
100285349	LOC100285349	
100216881	LOC100216881	
100192855	IDP486	
100277365	LOC100277365	
103637695	LOC103637695	
100304323	LOC100304323	
103649453	LOC103649453	
103651459	LOC103651459	
103645661	LOC103645661	
100191463	LOC100191463	
103650092	LOC103650092	
100280396	LOC100280396	
103645062	LOC103645062	
103654545	LOC103654545	
103636258	LOC103636258	
100283769	LOC100283769	
103652775	LOC103652775	
100240697	Atg8d	
103626401	LOC103626401	
100283166	LOC100283166	
103642839	LOC103642839	
100193140	LOC100193140	
100277520	LOC100277520	
100382314	LOC100382314	
103649120	LOC103649120	
100194408	cl19897_1	
103654822	LOC103654822	
100856952	LOC100856952	
103646226	LOC103646226	
100384009	LOC100384009	
100277261	LOC100277261	
103643798	LOC103643798	
100282411	pco123006	
101027206	LOC101027206	
103648258	LOC103648258	
100193501	CHC2	
100280690	LOC100280690	
103639151	LOC103639151	
541930	GTPase	
100285268	pco145463	
103647273	LOC103647273	
100283792	LOC100283792	
100281960	LOC100281960	
103642611	LOC103642611	
103633289	LOC103633289	
103648215	LOC103648215	
100502286	LOC100502286	
100192067	LOC100192067	
103640029	LOC103640029	
100192928	Rbx1	
100282041	LOC100282041	
103640631	LOC103640631	
100282888	IDP754	
542479	pep7	
100283282	LOC100283282	
100194030	LOC100194030	
100281767	pco104637	
